City,Conditions,DateUTC,Dew PointF,Events,Gust SpeedMPH,Humidity,PrecipitationIn,Sea Level PressureIn,Sea Level Pressurein,State,TemperatureF,Time,TimeCDT,TimeCST,TimeEST,TimeMST,TimePDT,TimePST,Unnamed: 0.1,Unnamed: 0.1.1,VisibilityMPH,VisibilityMi,Wind Direction,Wind SpeedMPH,WindDirDegrees,Zip
Atlanta,Fog,1970-01-01 05:00:00,30.9,Fog,-,89.0,0.01,30.08,,Georgia,34.0,,,,12:00 AM,,,,,,5.0,,WSW,6.9,240.0,30301.0
Atlanta,Fog,1970-01-01 06:00:00,30.9,Fog,-,89.0,,30.04,,Georgia,34.0,,,,1:00 AM,,,,,,5.0,,West,8.1,270.0,30301.0
Atlanta,Fog,1970-01-01 07:00:00,30.9,Fog,-,89.0,,30.04,,Georgia,34.0,,,,2:00 AM,,,,,,5.0,,West,8.1,270.0,30301.0
Atlanta,Fog,1970-01-01 08:00:00,30.9,Fog,-,89.0,,30.04,,Georgia,34.0,,,,3:00 AM,,,,,,6.0,,West,6.9,280.0,30301.0
Atlanta,Fog,1970-01-01 09:00:00,30.9,Fog,-,89.0,,30.04,,Georgia,34.0,,,,4:00 AM,,,,,,6.0,,WSW,6.9,240.0,30301.0
Atlanta,Unknown,1970-01-01 10:00:00,30.9,,-,89.0,,30.04,,Georgia,34.0,,,,5:00 AM,,,,,,7.0,,West,9.2,280.0,30301.0
Atlanta,Unknown,1970-01-01 11:00:00,30.0,,-,89.0,,30.04,,Georgia,33.1,,,,6:00 AM,,,,,,7.0,,NW,9.2,310.0,30301.0
Atlanta,Unknown,1970-01-01 12:00:00,28.9,,-,82.0,,30.08,,Georgia,34.0,,,,7:00 AM,,,,,,8.0,,WNW,10.4,290.0,30301.0
Atlanta,Fog,1970-01-01 13:00:00,28.0,Fog,-,76.0,,30.09,,Georgia,35.1,,,,8:00 AM,,,,,,5.0,,WNW,13.8,290.0,30301.0
Atlanta,Smoke,1970-01-01 14:00:00,28.9,,-,78.0,,30.11,,Georgia,35.1,,,,9:00 AM,,,,,,4.0,,WNW,11.5,300.0,30301.0
Atlanta,Unknown,1970-01-01 15:00:00,28.0,,-,73.0,,30.13,,Georgia,36.0,,,,10:00 AM,,,,,,8.0,,WNW,11.5,290.0,30301.0
Atlanta,Unknown,1970-01-01 16:00:00,27.0,,-,70.0,,30.12,,Georgia,36.0,,,,11:00 AM,,,,,,8.0,,WNW,9.2,300.0,30301.0
Atlanta,Unknown,1970-01-01 17:00:00,27.0,,-,67.0,,30.09,,Georgia,37.0,,,,12:00 PM,,,,,,8.0,,WNW,10.4,300.0,30301.0
Atlanta,Unknown,1970-01-01 18:00:00,26.1,,-,65.0,,30.07,,Georgia,37.0,,,,1:00 PM,,,,,,8.0,,WNW,11.5,300.0,30301.0
Atlanta,Unknown,1970-01-01 19:00:00,25.0,,-,62.0,,30.08,,Georgia,37.0,,,,2:00 PM,,,,,,8.0,,WNW,10.4,300.0,30301.0
Atlanta,Unknown,1970-01-01 20:00:00,25.0,,-,62.0,,30.08,,Georgia,37.0,,,,3:00 PM,,,,,,8.0,,NW,11.5,310.0,30301.0
Atlanta,Unknown,1970-01-01 21:00:00,26.1,,-,58.0,,30.08,,Georgia,39.9,,,,4:00 PM,,,,,,8.0,,WNW,11.5,300.0,30301.0
Atlanta,Unknown,1970-01-01 22:00:00,25.0,,-,62.0,,30.11,,Georgia,37.0,,,,5:00 PM,,,,,,8.0,,NNW,15.0,330.0,30301.0
Atlanta,Unknown,1970-01-01 23:00:00,23.0,,-,59.0,,30.11,,Georgia,36.0,,,,6:00 PM,,,,,,8.0,,NW,11.5,320.0,30301.0
Atlanta,Unknown,1970-01-02 00:00:00,21.9,,-,61.0,,30.11,,Georgia,34.0,,,,7:00 PM,,,,,,8.0,,NW,5.8,320.0,30301.0
Atlanta,Unknown,1970-01-02 01:00:00,21.9,,-,66.0,,30.12,,Georgia,32.0,,,,8:00 PM,,,,,,8.0,,NW,5.8,320.0,30301.0
Atlanta,Unknown,1970-01-02 02:00:00,23.0,,-,72.0,,30.13,,Georgia,30.9,,,,9:00 PM,,,,,,8.0,,West,8.1,270.0,30301.0
Atlanta,Unknown,1970-01-02 03:00:00,19.9,,-,75.0,,30.13,,Georgia,27.0,,,,10:00 PM,,,,,,8.0,,West,9.2,280.0,30301.0
Atlanta,Clear,1970-01-02 04:00:00,21.9,,-,78.0,,30.14,,Georgia,28.0,,,,11:00 PM,,,,,,8.0,,West,8.1,280.0,30301.0
Atlanta,Unknown,1970-01-03 05:00:00,24.1,,-,57.0,,30.04,,Georgia,37.9,,,,12:00 AM,,,,,,10.0,,WNW,6.9,290.0,30301.0
Atlanta,Unknown,1970-01-03 06:00:00,25.0,,-,67.0,,30.04,,Georgia,35.1,,,,1:00 AM,,,,,,10.0,,West,6.9,280.0,30301.0
Atlanta,Unknown,1970-01-03 07:00:00,21.9,,-,64.0,,30.03,,Georgia,33.1,,,,2:00 AM,,,,,,10.0,,WNW,6.9,290.0,30301.0
Atlanta,Unknown,1970-01-03 08:00:00,23.0,,-,66.0,,30.04,,Georgia,33.1,,,,3:00 AM,,,,,,10.0,,WNW,9.2,290.0,30301.0
Atlanta,Unknown,1970-01-03 09:00:00,24.1,,-,67.0,,30.03,,Georgia,34.0,,,,4:00 AM,,,,,,10.0,,WNW,6.9,290.0,30301.0
Atlanta,Unknown,1970-01-03 10:00:00,26.1,,-,67.0,,30.01,,Georgia,36.0,,,,5:00 AM,,,,,,10.0,,NW,6.9,310.0,30301.0
Atlanta,Unknown,1970-01-03 11:00:00,28.9,,-,78.0,,30.01,,Georgia,35.1,,,,6:00 AM,,,,,,10.0,,WNW,10.4,300.0,30301.0
Atlanta,Unknown,1970-01-03 12:00:00,28.0,,-,76.0,,30.03,,Georgia,35.1,,,,7:00 AM,,,,,,10.0,,NW,15.0,310.0,30301.0
Atlanta,Unknown,1970-01-03 13:00:00,24.1,,-,67.0,,30.05,,Georgia,34.0,,,,8:00 AM,,,,,,10.0,,NNW,11.5,330.0,30301.0
Atlanta,Unknown,1970-01-03 14:00:00,19.9,,-,64.0,,30.08,,Georgia,30.9,,,,9:00 AM,,,,,,10.0,,NW,13.8,320.0,30301.0
Atlanta,Unknown,1970-01-03 15:00:00,18.0,,-,56.0,,30.09,,Georgia,32.0,,,,10:00 AM,,,,,,10.0,,NNW,15.0,340.0,30301.0
Atlanta,Unknown,1970-01-03 16:00:00,17.1,,-,50.0,,30.07,,Georgia,34.0,,,,11:00 AM,,,,,,15.0,,NW,11.5,320.0,30301.0
Atlanta,Unknown,1970-01-03 17:00:00,16.0,,-,48.0,,30.06,,Georgia,34.0,,,,12:00 PM,,,,,,15.0,,NW,13.8,320.0,30301.0
Atlanta,Unknown,1970-01-03 18:00:00,16.0,,-,44.0,,30.05,,Georgia,36.0,,,,1:00 PM,,,,,,15.0,,WNW,15.0,300.0,30301.0
Atlanta,Unknown,1970-01-03 19:00:00,14.0,,-,35.0,,30.01,,Georgia,39.9,,,,2:00 PM,,,,,,15.0,,WNW,11.5,290.0,30301.0
Atlanta,Unknown,1970-01-03 20:00:00,14.0,,-,36.0,,30.01,,Georgia,39.0,,,,3:00 PM,,,,,,15.0,,NW,11.5,320.0,30301.0
Atlanta,Unknown,1970-01-03 21:00:00,12.0,,-,32.0,,30.01,,Georgia,39.9,,,,4:00 PM,,,,,,15.0,,North,11.5,360.0,30301.0
Atlanta,Unknown,1970-01-03 22:00:00,12.0,,-,33.0,,30.03,,Georgia,39.0,,,,5:00 PM,,,,,,15.0,,NW,6.9,320.0,30301.0
Atlanta,Clear,1970-01-03 23:00:00,12.9,,-,40.0,,30.04,,Georgia,35.1,,,,6:00 PM,,,,,,15.0,,NW,9.2,310.0,30301.0
Atlanta,Clear,1970-01-04 00:00:00,12.9,,-,47.0,,30.06,,Georgia,30.9,,,,7:00 PM,,,,,,15.0,,WNW,9.2,290.0,30301.0
Atlanta,Clear,1970-01-04 01:00:00,14.0,,-,50.0,,30.07,,Georgia,30.9,,,,8:00 PM,,,,,,15.0,,WNW,10.4,300.0,30301.0
Atlanta,Clear,1970-01-04 02:00:00,14.0,,-,51.0,,30.09,,Georgia,30.0,,,,9:00 PM,,,,,,15.0,,NW,10.4,310.0,30301.0
Atlanta,Clear,1970-01-04 03:00:00,14.0,,-,54.0,,30.09,,Georgia,28.9,,,,10:00 PM,,,,,,15.0,,NW,9.2,310.0,30301.0
Atlanta,Clear,1970-01-04 04:00:00,14.0,,-,56.0,,30.1,,Georgia,28.0,,,,11:00 PM,,,,,,15.0,,NW,9.2,320.0,30301.0
Atlanta,Clear,1970-01-04 05:00:00,14.0,,-,60.0,,30.11,,Georgia,26.1,,,,12:00 AM,,,,,,15.0,,NW,8.1,310.0,30301.0
Atlanta,Clear,1970-01-04 06:00:00,12.9,,-,60.0,,30.12,,Georgia,25.0,,,,1:00 AM,,,,,,15.0,,NW,11.5,320.0,30301.0
Atlanta,Clear,1970-01-04 07:00:00,12.9,,-,60.0,,30.13,,Georgia,25.0,,,,2:00 AM,,,,,,15.0,,NW,12.7,310.0,30301.0
Atlanta,Clear,1970-01-04 08:00:00,12.0,,-,60.0,,30.17,,Georgia,24.1,,,,3:00 AM,,,,,,15.0,,WNW,9.2,300.0,30301.0
Atlanta,Clear,1970-01-04 09:00:00,12.0,,-,60.0,,30.17,,Georgia,24.1,,,,4:00 AM,,,,,,15.0,,NNW,11.5,330.0,30301.0
Atlanta,Unknown,1970-01-04 10:00:00,12.0,,-,63.0,,30.17,,Georgia,23.0,,,,5:00 AM,,,,,,15.0,,NW,9.2,320.0,30301.0
Atlanta,Unknown,1970-01-04 11:00:00,12.0,,-,63.0,,30.19,,Georgia,23.0,,,,6:00 AM,,,,,,15.0,,NW,6.9,320.0,30301.0
Atlanta,Unknown,1970-01-04 12:00:00,12.0,,-,63.0,,30.25,,Georgia,23.0,,,,7:00 AM,,,,,,15.0,,WNW,10.4,300.0,30301.0
Atlanta,Clear,1970-01-04 13:00:00,10.9,,-,63.0,,30.28,,Georgia,21.9,,,,8:00 AM,,,,,,15.0,,NW,6.9,320.0,30301.0
Atlanta,Clear,1970-01-04 14:00:00,12.0,,-,58.0,,30.31,,Georgia,25.0,,,,9:00 AM,,,,,,15.0,,NNW,5.8,340.0,30301.0
Atlanta,Clear,1970-01-04 15:00:00,12.0,,-,47.0,,30.32,,Georgia,30.0,,,,10:00 AM,,,,,,15.0,,NW,4.6,320.0,30301.0
Atlanta,Clear,1970-01-04 16:00:00,12.0,,-,40.0,,30.31,,Georgia,34.0,,,,11:00 AM,,,,,,15.0,,WNW,8.1,300.0,30301.0
Atlanta,Clear,1970-01-04 17:00:00,12.0,,-,33.0,,30.3,,Georgia,39.0,,,,12:00 PM,,,,,,15.0,,WNW,13.8,300.0,30301.0
Atlanta,Clear,1970-01-04 18:00:00,12.0,,-,29.0,,30.28,,Georgia,42.1,,,,1:00 PM,,,,,,15.0,,WNW,13.8,300.0,30301.0
Atlanta,Clear,1970-01-04 19:00:00,12.0,,-,27.0,,30.28,,Georgia,44.1,,,,2:00 PM,,,,,,15.0,,WNW,15.0,300.0,30301.0
Atlanta,Clear,1970-01-04 20:00:00,12.0,,-,26.0,,30.27,,Georgia,45.0,,,,3:00 PM,,,,,,15.0,,NNW,11.5,340.0,30301.0
Atlanta,Unknown,1970-01-04 21:00:00,12.0,,-,26.0,,30.28,,Georgia,45.0,,,,4:00 PM,,,,,,15.0,,NW,11.5,310.0,30301.0
Atlanta,Unknown,1970-01-04 22:00:00,17.1,,-,34.0,,30.29,,Georgia,44.1,,,,5:00 PM,,,,,,15.0,,NNW,9.2,340.0,30301.0
Atlanta,Unknown,1970-01-04 23:00:00,17.1,,-,38.0,,30.31,,Georgia,41.0,,,,6:00 PM,,,,,,15.0,,NNW,6.9,340.0,30301.0
Atlanta,Clear,1970-01-05 00:00:00,17.1,,-,41.0,,30.33,,Georgia,39.0,,,,7:00 PM,,,,,,15.0,,NNW,6.9,340.0,30301.0
Atlanta,Clear,1970-01-05 01:00:00,18.0,,-,46.0,,30.35,,Georgia,37.0,,,,8:00 PM,,,,,,15.0,,North,3.5,360.0,30301.0
Atlanta,Clear,1970-01-05 02:00:00,18.0,,-,45.0,,30.35,,Georgia,37.9,,,,9:00 PM,,,,,,15.0,,North,4.6,350.0,30301.0
Atlanta,Unknown,1970-01-05 03:00:00,19.0,,-,61.0,,30.38,,Georgia,30.9,,,,10:00 PM,,,,,,15.0,,Calm,Calm,0.0,30301.0
Atlanta,Unknown,1970-01-05 04:00:00,19.0,,-,54.0,,30.37,,Georgia,34.0,,,,11:00 PM,,,,,,15.0,,Calm,Calm,0.0,30301.0
Atlanta,Unknown,1970-01-05 05:00:00,19.9,,-,61.0,,30.37,,Georgia,32.0,,,,12:00 AM,,,,,,10.0,,Calm,Calm,0.0,30301.0
Atlanta,Unknown,1970-01-05 06:00:00,19.9,,-,66.0,,30.34,,Georgia,30.0,,,,1:00 AM,,,,,,10.0,,Calm,Calm,0.0,30301.0
Atlanta,Unknown,1970-01-05 07:00:00,21.0,,-,64.0,,30.34,,Georgia,32.0,,,,2:00 AM,,,,,,10.0,,Calm,Calm,0.0,30301.0
Atlanta,Unknown,1970-01-05 08:00:00,19.9,,-,59.0,,30.34,,Georgia,33.1,,,,3:00 AM,,,,,,10.0,,North,3.5,360.0,30301.0
Atlanta,Unknown,1970-01-05 09:00:00,19.9,,-,64.0,,30.35,,Georgia,30.9,,,,4:00 AM,,,,,,10.0,,Calm,Calm,0.0,30301.0
Atlanta,Unknown,1970-01-05 10:00:00,19.0,,-,69.0,,30.36,,Georgia,28.0,,,,5:00 AM,,,,,,10.0,,Calm,Calm,0.0,30301.0
Atlanta,Unknown,1970-01-05 11:00:00,21.0,,-,72.0,,30.38,,Georgia,28.9,,,,6:00 AM,,,,,,10.0,,WNW,3.5,290.0,30301.0
Atlanta,Unknown,1970-01-05 12:00:00,21.0,,-,69.0,,30.41,,Georgia,30.0,,,,7:00 AM,,,,,,7.0,,Calm,Calm,0.0,30301.0
Atlanta,Smoke,1970-01-05 13:00:00,21.0,,-,67.0,,30.43,,Georgia,30.9,,,,8:00 AM,,,,,,6.0,,Calm,Calm,0.0,30301.0
Atlanta,Smoke,1970-01-05 14:00:00,19.9,,-,61.0,,30.44,,Georgia,32.0,,,,9:00 AM,,,,,,6.0,,East,5.8,90.0,30301.0
Atlanta,Smoke,1970-01-05 15:00:00,21.9,,-,54.0,,30.44,,Georgia,37.0,,,,10:00 AM,,,,,,6.0,,East,8.1,100.0,30301.0
Atlanta,Smoke,1970-01-05 16:00:00,21.0,,-,47.0,,30.44,,Georgia,39.9,,,,11:00 AM,,,,,,6.0,,ESE,9.2,120.0,30301.0
Atlanta,Unknown,1970-01-05 17:00:00,21.0,,-,45.0,,30.41,,Georgia,41.0,,,,12:00 PM,,,,,,7.0,,ESE,9.2,120.0,30301.0
Atlanta,Unknown,1970-01-05 18:00:00,19.9,,-,38.0,,30.39,,Georgia,44.1,,,,1:00 PM,,,,,,10.0,,East,6.9,90.0,30301.0
Atlanta,Unknown,1970-01-05 19:00:00,18.0,,-,32.0,,30.34,,Georgia,46.9,,,,2:00 PM,,,,,,15.0,,ESE,9.2,120.0,30301.0
Atlanta,Unknown,1970-01-05 20:00:00,16.0,,-,30.0,,30.32,,Georgia,46.0,,,,3:00 PM,,,,,,15.0,,ESE,5.8,120.0,30301.0
Atlanta,Unknown,1970-01-05 21:00:00,17.1,,-,33.0,,30.3,,Georgia,45.0,,,,4:00 PM,,,,,,15.0,,SE,10.4,130.0,30301.0
Atlanta,Unknown,1970-01-05 22:00:00,16.0,,-,32.0,,30.3,,Georgia,44.1,,,,5:00 PM,,,,,,10.0,,ESE,9.2,110.0,30301.0
Atlanta,Unknown,1970-01-05 23:00:00,17.1,,-,34.0,,30.29,,Georgia,44.1,,,,6:00 PM,,,,,,10.0,,ESE,8.1,110.0,30301.0
Atlanta,Unknown,1970-01-06 00:00:00,17.1,,-,35.0,,30.28,,Georgia,43.0,,,,7:00 PM,,,,,,10.0,,ESE,9.2,110.0,30301.0
Atlanta,Unknown,1970-01-06 01:00:00,17.1,,-,37.0,,30.26,,Georgia,42.1,,,,8:00 PM,,,,,,10.0,,East,9.2,100.0,30301.0
Atlanta,Unknown,1970-01-06 02:00:00,18.0,,-,38.0,,30.23,,Georgia,42.1,,,,9:00 PM,,,,,,10.0,,East,11.5,100.0,30301.0
Atlanta,Light Rain,1970-01-06 03:00:00,21.0,Rain,-,45.0,,30.21,,Georgia,41.0,,,,10:00 PM,,,,,,8.0,,East,10.4,100.0,30301.0
Atlanta,Light Rain,1970-01-06 04:00:00,24.1,Rain,-,53.0,,30.21,,Georgia,39.9,,,,11:00 PM,,,,,,8.0,,ESE,6.9,120.0,30301.0
Atlanta,Light Snow,1970-01-06 05:00:00,27.0,Snow,-,70.0,0.01,30.21,,Georgia,36.0,,,,12:00 AM,,,,,,10.5,,East,11.5,100.0,30301.0
Atlanta,Ice Pellets,1970-01-06 06:00:00,28.9,,-,82.0,0.07,30.18,,Georgia,34.0,,,,1:00 AM,,,,,,4.0,,ENE,9.2,60.0,30301.0
Atlanta,Light Rain,1970-01-06 07:00:00,30.0,Rain,-,85.0,0.05,30.14,,Georgia,34.0,,,,2:00 AM,,,,,,5.0,,ENE,10.4,70.0,30301.0
Atlanta,Light Rain,1970-01-06 08:00:00,30.0,Fog-Rain,-,89.0,0.07,30.09,,Georgia,33.1,,,,3:00 AM,,,,,,5.0,,ENE,13.8,60.0,30301.0
Atlanta,Light Rain,1970-01-06 09:00:00,30.9,Fog-Rain,-,92.0,0.1,30.05,,Georgia,33.1,,,,4:00 AM,,,,,,5.0,,ENE,15.0,70.0,30301.0
Atlanta,Rain,1970-01-06 10:00:00,30.9,Fog-Rain,-,92.0,0.1,30.0,,Georgia,33.1,,,,5:00 AM,,,,,,4.0,,ENE,15.0,70.0,30301.0
Atlanta,Light Rain,1970-01-06 11:00:00,32.0,Fog-Rain,-,92.0,0.1,30.01,,Georgia,34.0,,,,6:00 AM,,,,,,4.0,,ENE,12.7,60.0,30301.0
Atlanta,Light Rain,1970-01-06 12:00:00,32.0,Fog-Rain,-,92.0,0.08,30.0,,Georgia,34.0,,,,7:00 AM,,,,,,4.0,,ENE,13.8,70.0,30301.0
Atlanta,Light Rain,1970-01-06 13:00:00,30.9,Fog-Rain,-,89.0,0.05,29.97,,Georgia,34.0,,,,8:00 AM,,,,,,4.0,,East,13.8,80.0,30301.0
Atlanta,Light Rain,1970-01-06 14:00:00,30.9,Fog-Rain,-,89.0,0.03,29.95,,Georgia,34.0,,,,9:00 AM,,,,,,2.0,,ENE,13.8,70.0,30301.0
Atlanta,Light Rain,1970-01-06 15:00:00,30.9,Fog-Rain,-,85.0,0.04,29.94,,Georgia,35.1,,,,10:00 AM,,,,,,4.0,,ENE,9.2,70.0,30301.0
Atlanta,Light Rain,1970-01-06 16:00:00,33.1,Fog-Rain,-,89.0,0.01,29.92,,Georgia,36.0,,,,11:00 AM,,,,,,4.0,,ENE,11.5,60.0,30301.0
Atlanta,Light Rain,1970-01-06 17:00:00,33.1,Fog-Rain,-,89.0,0.01,29.86,,Georgia,36.0,,,,12:00 PM,,,,,,4.0,,East,11.5,80.0,30301.0
Atlanta,Light Drizzle,1970-01-06 18:00:00,33.1,Fog,-,86.0,0.01,29.85,,Georgia,37.0,,,,1:00 PM,,,,,,4.0,,East,11.5,80.0,30301.0
Atlanta,Light Drizzle,1970-01-06 19:00:00,33.1,Fog,-,86.0,,29.81,,Georgia,37.0,,,,2:00 PM,,,,,,4.0,,NE,9.2,40.0,30301.0
Atlanta,Light Drizzle,1970-01-06 20:00:00,35.1,Fog,-,89.0,,29.8,,Georgia,37.9,,,,3:00 PM,,,,,,0.8,,NNE,9.2,30.0,30301.0
Atlanta,Light Rain,1970-01-06 21:00:00,35.1,Fog-Rain,-,89.0,,29.81,,Georgia,37.9,,,,4:00 PM,,,,,,0.5,,North,11.5,350.0,30301.0
Atlanta,Light Rain,1970-01-06 22:00:00,33.1,Fog-Rain,-,89.0,0.01,29.85,,Georgia,36.0,,,,5:00 PM,,,,,,5.5,,NW,11.5,320.0,30301.0
Atlanta,Light Rain,1970-01-06 23:00:00,30.9,Fog-Rain-Snow,-,89.0,0.01,29.86,,Georgia,34.0,,,,6:00 PM,,,,,,5.0,,NNW,15.0,340.0,30301.0
Atlanta,Light Snow,1970-01-07 00:00:00,30.9,Fog-Snow,-,89.0,,29.88,,Georgia,34.0,,,,7:00 PM,,,,,,4.0,,NW,15.0,320.0,30301.0
Atlanta,Light Snow,1970-01-07 01:00:00,30.9,Fog-Snow,-,89.0,,29.87,,Georgia,34.0,,,,8:00 PM,,,,,,5.0,,NW,13.8,320.0,30301.0
Atlanta,Unknown,1970-01-07 02:00:00,30.0,,-,85.0,,29.87,,Georgia,34.0,,,,9:00 PM,,,,,,7.0,,NW,16.1,320.0,30301.0
Atlanta,Unknown,1970-01-07 03:00:00,28.9,,-,82.0,,29.89,,Georgia,34.0,,,,10:00 PM,,,,,,7.0,,NNW,16.1,330.0,30301.0
Atlanta,Unknown,1970-01-07 04:00:00,27.0,,-,82.0,,29.9,,Georgia,32.0,,,,11:00 PM,,,,,,7.0,,NW,17.3,320.0,30301.0
Atlanta,Unknown,1970-01-07 05:00:00,25.0,,-,82.0,,29.93,,Georgia,30.0,,,,12:00 AM,,,,,,8.0,,WNW,16.1,300.0,30301.0
Atlanta,Unknown,1970-01-07 06:00:00,24.1,,-,82.0,,29.94,,Georgia,28.9,,,,1:00 AM,,,,,,8.0,,NW,16.1,320.0,30301.0
Atlanta,Unknown,1970-01-07 07:00:00,19.9,,-,78.0,,29.96,,Georgia,26.1,,,,2:00 AM,,,,,,8.0,,NW,19.6,320.0,30301.0
Atlanta,Unknown,1970-01-07 08:00:00,19.0,,-,78.0,,29.99,,Georgia,25.0,,,,3:00 AM,,,,,,8.0,,NW,16.1,320.0,30301.0
Atlanta,Unknown,1970-01-07 09:00:00,17.1,,-,78.0,,30.01,,Georgia,23.0,,,,4:00 AM,,,,,,10.0,,WNW,19.6,300.0,30301.0
Atlanta,Unknown,1970-01-07 10:00:00,14.0,,-,74.0,,30.02,,Georgia,21.0,,,,5:00 AM,,,,,,10.0,,NW,18.4,310.0,30301.0
Atlanta,Unknown,1970-01-07 11:00:00,12.9,,-,74.0,,30.04,,Georgia,19.9,,,,6:00 AM,,,,,,10.0,,NW,19.6,320.0,30301.0
Atlanta,Unknown,1970-01-07 12:00:00,10.9,,-,74.0,,30.07,,Georgia,18.0,,,,7:00 AM,,,,,,15.0,,NW,18.4,310.0,30301.0
Atlanta,Unknown,1970-01-07 13:00:00,8.1,,-,74.0,,30.11,,Georgia,15.1,,,,8:00 AM,,,,,,15.0,,NW,17.3,320.0,30301.0
Atlanta,Clear,1970-01-07 14:00:00,6.1,,-,68.0,,30.14,,Georgia,15.1,,,,9:00 AM,,,,,,15.0,,NW,16.1,320.0,30301.0
Atlanta,Clear,1970-01-07 15:00:00,6.1,,-,62.0,,30.15,,Georgia,17.1,,,,10:00 AM,,,,,,15.0,,NW,17.3,320.0,30301.0
Atlanta,Clear,1970-01-07 16:00:00,5.0,,-,54.0,,30.17,,Georgia,19.0,,,,11:00 AM,,,,,,15.0,,NW,18.4,320.0,30301.0
Atlanta,Clear,1970-01-07 17:00:00,5.0,,-,52.0,,30.15,,Georgia,19.9,,,,12:00 PM,,,,,,15.0,,NW,17.3,320.0,30301.0
Atlanta,Clear,1970-01-07 18:00:00,5.0,,-,48.0,,30.13,,Georgia,21.9,,,,1:00 PM,,,,,,15.0,,NW,17.3,320.0,30301.0
Atlanta,Clear,1970-01-07 19:00:00,5.0,,-,48.0,,30.13,,Georgia,21.9,,,,2:00 PM,,,,,,15.0,,NW,16.1,320.0,30301.0
Atlanta,Clear,1970-01-07 20:00:00,5.0,,-,48.0,,30.13,,Georgia,21.9,,,,3:00 PM,,,,,,15.0,,NW,17.3,320.0,30301.0
Atlanta,Unknown,1970-01-07 21:00:00,5.0,,-,52.0,,30.16,,Georgia,19.9,,,,4:00 PM,,,,,,15.0,,WNW,19.6,290.0,30301.0
Atlanta,Unknown,1970-01-07 22:00:00,3.0,,-,57.0,,30.2,,Georgia,16.0,,,,5:00 PM,,,,,,15.0,,WNW,16.1,300.0,30301.0
Atlanta,Unknown,1970-01-07 23:00:00,1.9,,-,62.0,,30.22,,Georgia,12.9,,,,6:00 PM,,,,,,15.0,,WNW,17.3,300.0,30301.0
Atlanta,Unknown,1970-01-08 00:00:00,1.9,,-,62.0,,30.25,,Georgia,12.9,,,,7:00 PM,,,,,,15.0,,WNW,16.1,300.0,30301.0
Atlanta,Clear,1970-01-08 01:00:00,1.9,,-,64.0,,30.27,,Georgia,12.0,,,,8:00 PM,,,,,,15.0,,NW,15.0,310.0,30301.0
Atlanta,Unknown,1970-01-08 02:00:00,1.9,,-,64.0,,30.28,,Georgia,12.0,,,,9:00 PM,,,,,,15.0,,WNW,15.0,300.0,30301.0
Atlanta,Unknown,1970-01-08 03:00:00,1.9,,-,64.0,,30.28,,Georgia,12.0,,,,10:00 PM,,,,,,15.0,,NW,13.8,310.0,30301.0
Atlanta,Clear,1970-01-08 04:00:00,1.9,,-,67.0,,30.28,,Georgia,10.9,,,,11:00 PM,,,,,,15.0,,WNW,10.4,300.0,30301.0
Atlanta,Clear,1970-01-08 05:00:00,3.0,,-,70.0,,30.26,,Georgia,10.9,,,,12:00 AM,,,,,,15.0,,NW,11.5,320.0,30301.0
Atlanta,Clear,1970-01-08 06:00:00,3.0,,-,70.0,,30.27,,Georgia,10.9,,,,1:00 AM,,,,,,15.0,,NW,15.0,320.0,30301.0
Atlanta,Clear,1970-01-08 07:00:00,1.9,,-,70.0,,30.26,,Georgia,10.0,,,,2:00 AM,,,,,,15.0,,NW,9.2,320.0,30301.0
Atlanta,Clear,1970-01-08 08:00:00,1.9,,-,73.0,,30.28,,Georgia,9.0,,,,3:00 AM,,,,,,15.0,,WNW,6.9,300.0,30301.0
Atlanta,Clear,1970-01-08 09:00:00,3.0,,-,77.0,,30.26,,Georgia,9.0,,,,4:00 AM,,,,,,15.0,,West,8.1,270.0,30301.0
Atlanta,Unknown,1970-01-08 10:00:00,5.0,,-,80.0,,30.29,,Georgia,10.0,,,,5:00 AM,,,,,,15.0,,WNW,10.4,290.0,30301.0
Atlanta,Unknown,1970-01-08 11:00:00,5.0,,-,80.0,,30.3,,Georgia,10.0,,,,6:00 AM,,,,,,15.0,,West,9.2,270.0,30301.0
Atlanta,Unknown,1970-01-08 12:00:00,5.0,,-,80.0,,30.3,,Georgia,10.0,,,,7:00 AM,,,,,,15.0,,West,9.2,260.0,30301.0
Atlanta,Unknown,1970-01-08 13:00:00,5.0,,-,80.0,,30.32,,Georgia,10.0,,,,8:00 AM,,,,,,15.0,,WSW,11.5,240.0,30301.0
Atlanta,Clear,1970-01-08 14:00:00,5.0,,-,73.0,,30.33,,Georgia,12.0,,,,9:00 AM,,,,,,15.0,,West,11.5,270.0,30301.0
Atlanta,Ice Crystals,1970-01-08 15:00:00,5.0,,-,64.0,,30.33,,Georgia,15.1,,,,10:00 AM,,,,,,15.0,,West,17.3,270.0,30301.0
Atlanta,Unknown,1970-01-08 16:00:00,1.0,,-,50.0,,30.36,,Georgia,17.1,,,,11:00 AM,,,,,,15.0,,WNW,18.4,300.0,30301.0
Atlanta,Unknown,1970-01-08 17:00:00,-0.0,,-,43.0,,30.35,,Georgia,19.0,,,,12:00 PM,,,,,,15.0,,WNW,18.4,300.0,30301.0
