,Conditions,DateUTC,Dew PointF,Events,Gust SpeedMPH,Humidity,PrecipitationIn,Sea Level PressureIn,TemperatureF,TimeEDT,TimeEST,VisibilityMPH,Wind Direction,Wind SpeedMPH,WindDirDegrees,City,State,Zip
0,Overcast,2016-01-01 05:54:00,26.1,,20.7,60,N/A,29.98,39.0,,12:54 AM,10.0,WSW,11.5,250,Boston,Massachusetts,2101
1,Overcast,2016-01-01 06:54:00,26.1,,21.9,60,N/A,29.98,39.0,,1:54 AM,10.0,West,15.0,260,Boston,Massachusetts,2101
2,Overcast,2016-01-01 07:54:00,27.0,,-,65,N/A,29.98,37.9,,2:54 AM,10.0,WSW,6.9,240,Boston,Massachusetts,2101
3,Overcast,2016-01-01 08:54:00,27.0,,-,67,N/A,29.97,37.0,,3:54 AM,10.0,SW,9.2,230,Boston,Massachusetts,2101
4,Overcast,2016-01-01 09:54:00,26.1,,17.3,62,N/A,29.96,37.9,,4:54 AM,10.0,WSW,9.2,250,Boston,Massachusetts,2101
5,Overcast,2016-01-01 10:54:00,26.1,,-,65,N/A,29.97,37.0,,5:54 AM,10.0,SW,10.4,230,Boston,Massachusetts,2101
6,Overcast,2016-01-01 11:54:00,26.1,,-,67,N/A,29.96,36.0,,6:54 AM,10.0,WSW,11.5,240,Boston,Massachusetts,2101
7,Mostly Cloudy,2016-01-01 12:54:00,25.0,,-,64,N/A,29.97,36.0,,7:54 AM,10.0,WSW,9.2,250,Boston,Massachusetts,2101
8,Overcast,2016-01-01 13:54:00,26.1,,20.7,62,N/A,29.98,37.9,,8:54 AM,10.0,WSW,12.7,250,Boston,Massachusetts,2101
9,Overcast,2016-01-01 14:54:00,25.0,,19.6,57,N/A,29.98,39.0,,9:54 AM,10.0,WSW,12.7,250,Boston,Massachusetts,2101
10,Mostly Cloudy,2016-01-01 15:54:00,25.0,,-,55,N/A,29.95,39.9,,10:54 AM,10.0,West,10.4,280,Boston,Massachusetts,2101
11,Scattered Clouds,2016-01-01 16:54:00,25.0,,24.2,53,N/A,29.92,41.0,,11:54 AM,10.0,West,15.0,260,Boston,Massachusetts,2101
12,Overcast,2016-01-01 17:54:00,24.1,,23.0,53,N/A,29.91,39.9,,12:54 PM,10.0,West,15.0,270,Boston,Massachusetts,2101
13,Mostly Cloudy,2016-01-01 18:54:00,23.0,,21.9,49,N/A,29.89,41.0,,1:54 PM,10.0,West,12.7,270,Boston,Massachusetts,2101
14,Mostly Cloudy,2016-01-01 19:54:00,23.0,,-,51,N/A,29.89,39.9,,2:54 PM,10.0,WNW,11.5,290,Boston,Massachusetts,2101
15,Overcast,2016-01-01 20:54:00,23.0,,-,53,N/A,29.89,39.0,,3:54 PM,10.0,WSW,10.4,250,Boston,Massachusetts,2101
16,Mostly Cloudy,2016-01-01 21:54:00,23.0,,-,53,N/A,29.88,39.0,,4:54 PM,10.0,West,11.5,260,Boston,Massachusetts,2101
17,Overcast,2016-01-01 22:54:00,24.1,,-,55,N/A,29.88,39.0,,5:54 PM,10.0,WSW,10.4,250,Boston,Massachusetts,2101
18,Overcast,2016-01-01 23:54:00,25.0,,18.4,60,N/A,29.90,37.9,,6:54 PM,10.0,WSW,12.7,240,Boston,Massachusetts,2101
19,Overcast,2016-01-02 00:54:00,24.1,,24.2,59,N/A,29.90,37.0,,7:54 PM,8.0,West,17.3,270,Boston,Massachusetts,2101
20,Mostly Cloudy,2016-01-02 01:54:00,25.0,,25.3,64,N/A,29.89,36.0,,8:54 PM,10.0,West,15.0,270,Boston,Massachusetts,2101
21,Mostly Cloudy,2016-01-02 02:54:00,21.0,,23.0,55,N/A,29.89,36.0,,9:54 PM,10.0,West,18.4,280,Boston,Massachusetts,2101
22,Scattered Clouds,2016-01-02 03:54:00,19.0,,32.2,54,N/A,29.89,34.0,,10:54 PM,10.0,West,20.7,260,Boston,Massachusetts,2101
23,Scattered Clouds,2016-01-02 04:54:00,18.0,,25.3,54,N/A,29.90,33.1,,11:54 PM,10.0,West,15.0,270,Boston,Massachusetts,2101
0,Scattered Clouds,2016-01-02 05:54:00,18.0,,23.0,54,N/A,29.90,33.1,,12:54 AM,10.0,West,15.0,270,Boston,Massachusetts,2101
1,Partly Cloudy,2016-01-02 06:54:00,17.1,,26.5,54,N/A,29.92,32.0,,1:54 AM,10.0,West,19.6,280,Boston,Massachusetts,2101
2,Clear,2016-01-02 07:54:00,17.1,,21.9,54,N/A,29.92,32.0,,2:54 AM,10.0,West,13.8,280,Boston,Massachusetts,2101
3,Partly Cloudy,2016-01-02 08:54:00,18.0,,20.7,56,N/A,29.91,32.0,,3:54 AM,10.0,West,12.7,260,Boston,Massachusetts,2101
4,Scattered Clouds,2016-01-02 09:54:00,18.0,,24.2,59,N/A,29.92,30.9,,4:54 AM,10.0,West,12.7,260,Boston,Massachusetts,2101
5,Scattered Clouds,2016-01-02 10:54:00,18.0,,21.9,56,N/A,29.94,32.0,,5:54 AM,10.0,WSW,12.7,250,Boston,Massachusetts,2101
6,Scattered Clouds,2016-01-02 11:54:00,19.0,,-,59,N/A,29.95,32.0,,6:54 AM,10.0,WSW,11.5,250,Boston,Massachusetts,2101
7,Mostly Cloudy,2016-01-02 12:54:00,19.9,,-,61,N/A,29.95,32.0,,7:54 AM,10.0,WSW,10.4,240,Boston,Massachusetts,2101
8,Scattered Clouds,2016-01-02 13:54:00,21.0,,-,61,N/A,29.96,33.1,,8:54 AM,10.0,SW,13.8,230,Boston,Massachusetts,2101
9,Scattered Clouds,2016-01-02 14:54:00,21.0,,19.6,57,N/A,29.98,35.1,,9:54 AM,10.0,West,12.7,270,Boston,Massachusetts,2101
10,Scattered Clouds,2016-01-02 15:54:00,19.9,,20.7,50,N/A,29.95,37.0,,10:54 AM,10.0,WNW,15.0,290,Boston,Massachusetts,2101
11,Scattered Clouds,2016-01-02 16:54:00,19.0,,20.7,47,N/A,29.92,37.9,,11:54 AM,10.0,West,13.8,260,Boston,Massachusetts,2101
12,Scattered Clouds,2016-01-02 17:54:00,18.0,,20.7,43,N/A,29.91,39.0,,12:54 PM,10.0,West,15.0,270,Boston,Massachusetts,2101
13,Scattered Clouds,2016-01-02 18:54:00,18.0,,24.2,43,N/A,29.90,39.0,,1:54 PM,10.0,West,19.6,270,Boston,Massachusetts,2101
14,Scattered Clouds,2016-01-02 19:54:00,18.0,,-,43,N/A,29.89,39.0,,2:54 PM,10.0,WSW,13.8,240,Boston,Massachusetts,2101
15,Scattered Clouds,2016-01-02 20:54:00,17.1,,-,44,N/A,29.91,37.0,,3:54 PM,10.0,West,15.0,280,Boston,Massachusetts,2101
16,Partly Cloudy,2016-01-02 21:54:00,18.0,,-,46,N/A,29.92,37.0,,4:54 PM,10.0,West,13.8,280,Boston,Massachusetts,2101
17,Partly Cloudy,2016-01-02 22:54:00,18.0,,23.0,48,N/A,29.93,36.0,,5:54 PM,10.0,WNW,18.4,290,Boston,Massachusetts,2101
18,Partly Cloudy,2016-01-02 23:54:00,18.0,,21.9,50,N/A,29.94,35.1,,6:54 PM,10.0,West,13.8,270,Boston,Massachusetts,2101
19,Mostly Cloudy,2016-01-03 00:54:00,19.9,,-,56,N/A,29.94,34.0,,7:54 PM,10.0,SW,9.2,230,Boston,Massachusetts,2101
20,Overcast,2016-01-03 01:54:00,19.9,,-,54,N/A,29.94,35.1,,8:54 PM,10.0,WSW,8.1,240,Boston,Massachusetts,2101
21,Overcast,2016-01-03 02:54:00,19.9,,-,56,N/A,29.92,34.0,,9:54 PM,10.0,SW,10.4,230,Boston,Massachusetts,2101
22,Mostly Cloudy,2016-01-03 03:54:00,21.0,,-,59,N/A,29.90,34.0,,10:54 PM,10.0,SW,9.2,220,Boston,Massachusetts,2101
23,Overcast,2016-01-03 04:54:00,19.9,,-,56,N/A,29.88,34.0,,11:54 PM,10.0,SSW,10.4,210,Boston,Massachusetts,2101
0,Mostly Cloudy,2016-01-03 05:54:00,19.9,,-,56,N/A,29.87,34.0,,12:54 AM,10.0,WSW,10.4,240,Boston,Massachusetts,2101
1,Mostly Cloudy,2016-01-03 06:54:00,19.9,,-,59,N/A,29.87,33.1,,1:54 AM,10.0,SW,10.4,220,Boston,Massachusetts,2101
2,Scattered Clouds,2016-01-03 07:54:00,21.0,,-,67,N/A,29.86,30.9,,2:54 AM,10.0,SSW,10.4,210,Boston,Massachusetts,2101
3,Mostly Cloudy,2016-01-03 08:54:00,19.9,,-,61,N/A,29.82,32.0,,3:54 AM,10.0,SW,11.5,220,Boston,Massachusetts,2101
4,Mostly Cloudy,2016-01-03 09:54:00,19.9,,-,61,N/A,29.80,32.0,,4:54 AM,10.0,SW,11.5,230,Boston,Massachusetts,2101
5,Mostly Cloudy,2016-01-03 10:54:00,19.9,,-,64,N/A,29.79,30.9,,5:54 AM,10.0,SW,10.4,220,Boston,Massachusetts,2101
6,Mostly Cloudy,2016-01-03 11:54:00,19.9,,-,64,N/A,29.78,30.9,,6:54 AM,10.0,SW,12.7,220,Boston,Massachusetts,2101
7,Partly Cloudy,2016-01-03 12:54:00,21.0,,-,67,N/A,29.78,30.9,,7:54 AM,10.0,SW,12.7,230,Boston,Massachusetts,2101
8,Mostly Cloudy,2016-01-03 13:54:00,21.9,,-,61,N/A,29.79,34.0,,8:54 AM,10.0,SW,16.1,230,Boston,Massachusetts,2101
9,Partly Cloudy,2016-01-03 14:54:00,23.0,,20.7,55,N/A,29.80,37.9,,9:54 AM,10.0,WSW,15.0,250,Boston,Massachusetts,2101
10,Clear,2016-01-03 15:54:00,23.0,,23.0,51,N/A,29.77,39.9,,10:54 AM,10.0,WSW,12.7,240,Boston,Massachusetts,2101
11,Partly Cloudy,2016-01-03 16:54:00,24.1,,23.0,49,N/A,29.74,42.1,,11:54 AM,10.0,West,12.7,260,Boston,Massachusetts,2101
12,Mostly Cloudy,2016-01-03 17:54:00,23.0,,25.3,47,N/A,29.73,42.1,,12:54 PM,10.0,WNW,16.1,290,Boston,Massachusetts,2101
13,Scattered Clouds,2016-01-03 18:54:00,23.0,,20.7,45,N/A,29.71,43.0,,1:54 PM,10.0,WSW,13.8,240,Boston,Massachusetts,2101
14,Scattered Clouds,2016-01-03 19:54:00,21.9,,24.2,43,N/A,29.72,43.0,,2:54 PM,10.0,West,10.4,270,Boston,Massachusetts,2101
15,Partly Cloudy,2016-01-03 20:54:00,21.9,,24.2,45,N/A,29.73,42.1,,3:54 PM,10.0,WSW,18.4,250,Boston,Massachusetts,2101
16,Scattered Clouds,2016-01-03 21:54:00,23.0,,20.7,51,N/A,29.75,39.9,,4:54 PM,10.0,West,9.2,260,Boston,Massachusetts,2101
17,Clear,2016-01-03 22:54:00,23.0,,-,51,N/A,29.77,39.9,,5:54 PM,10.0,West,10.4,280,Boston,Massachusetts,2101
18,Clear,2016-01-03 23:54:00,23.0,,-,53,N/A,29.79,39.0,,6:54 PM,10.0,WSW,6.9,250,Boston,Massachusetts,2101
19,Partly Cloudy,2016-01-04 00:54:00,24.1,,-,59,N/A,29.80,37.0,,7:54 PM,10.0,SW,10.4,220,Boston,Massachusetts,2101
20,Clear,2016-01-04 01:54:00,24.1,,-,64,N/A,29.80,35.1,,8:54 PM,10.0,SW,10.4,220,Boston,Massachusetts,2101
21,Clear,2016-01-04 02:54:00,24.1,,-,59,N/A,29.81,37.0,,9:54 PM,10.0,WSW,11.5,250,Boston,Massachusetts,2101
22,Clear,2016-01-04 03:54:00,24.1,,-,62,N/A,29.81,36.0,,10:54 PM,10.0,West,10.4,270,Boston,Massachusetts,2101
23,Clear,2016-01-04 04:54:00,24.1,,-,64,N/A,29.81,35.1,,11:54 PM,10.0,West,8.1,280,Boston,Massachusetts,2101
0,Clear,2016-01-04 05:54:00,25.0,,-,67,N/A,29.82,35.1,,12:54 AM,10.0,West,6.9,280,Boston,Massachusetts,2101
1,Clear,2016-01-04 06:54:00,24.1,,-,67,N/A,29.82,34.0,,1:54 AM,10.0,WNW,4.6,300,Boston,Massachusetts,2101
2,Clear,2016-01-04 07:54:00,24.1,,-,70,N/A,29.85,33.1,,2:54 AM,10.0,NNW,3.5,330,Boston,Massachusetts,2101
3,Clear,2016-01-04 08:54:00,24.1,,-,73,N/A,29.84,32.0,,3:54 AM,10.0,NNW,5.8,330,Boston,Massachusetts,2101
4,Partly Cloudy,2016-01-04 09:54:00,23.0,,-,72,N/A,29.87,30.9,,4:54 AM,10.0,NNW,8.1,330,Boston,Massachusetts,2101
5,Scattered Clouds,2016-01-04 10:54:00,19.9,,23.0,64,N/A,29.88,30.9,,5:54 AM,10.0,North,16.1,350,Boston,Massachusetts,2101
6,Mostly Cloudy,2016-01-04 11:54:00,17.1,,23.0,59,N/A,29.93,30.0,,6:54 AM,10.0,NNW,17.3,340,Boston,Massachusetts,2101
7,Mostly Cloudy,2016-01-04 12:54:00,16.0,,-,58,N/A,29.96,28.9,,7:54 AM,10.0,NNW,13.8,330,Boston,Massachusetts,2101
8,Overcast,2016-01-04 13:54:00,14.0,,20.7,56,N/A,29.98,28.0,,8:54 AM,10.0,NW,15.0,320,Boston,Massachusetts,2101
9,Overcast,2016-01-04 14:54:00,10.9,,-,51,N/A,30.00,27.0,,9:54 AM,10.0,NNW,13.8,340,Boston,Massachusetts,2101
10,Light Snow,2016-01-04 15:54:00,10.9,Snow,-,55,0.00,30.01,25.0,,10:54 AM,10.0,NNW,12.7,340,Boston,Massachusetts,2101
11,Light Snow,2016-01-04 16:54:00,12.9,Snow,-,60,0.00,30.01,25.0,,11:54 AM,10.0,NW,13.8,310,Boston,Massachusetts,2101
12,Light Snow,2016-01-04 17:29:00,12.2,Snow,-,59,0.00,30.00,24.8,,12:29 PM,9.0,NW,12.7,320,Boston,Massachusetts,2101
13,Light Snow,2016-01-04 17:51:00,14.0,Snow,-,64,0.00,30.00,24.8,,12:51 PM,2.5,NNW,11.5,330,Boston,Massachusetts,2101
14,Light Snow,2016-01-04 17:54:00,14.0,Snow,-,63,0.00,30.00,25.0,,12:54 PM,2.5,NNW,10.4,340,Boston,Massachusetts,2101
15,Light Snow,2016-01-04 18:45:00,14.0,Snow,-,64,0.00,30.02,24.8,,1:45 PM,6.0,NW,12.7,320,Boston,Massachusetts,2101
16,Light Snow,2016-01-04 18:54:00,14.0,Snow,-,65,0.00,30.02,24.1,,1:54 PM,6.0,NW,11.5,320,Boston,Massachusetts,2101
17,Light Snow,2016-01-04 19:54:00,12.9,Snow,19.6,62,0.00,30.05,24.1,,2:54 PM,9.0,NNW,11.5,330,Boston,Massachusetts,2101
18,Light Snow,2016-01-04 20:54:00,10.9,Snow,23.0,57,0.00,30.08,24.1,,3:54 PM,8.0,NNW,13.8,330,Boston,Massachusetts,2101
19,Overcast,2016-01-04 21:54:00,10.0,,21.9,58,0.00,30.11,23.0,,4:54 PM,8.0,NNW,11.5,340,Boston,Massachusetts,2101
20,Overcast,2016-01-04 22:54:00,8.1,,23.0,55,N/A,30.15,21.9,,5:54 PM,10.0,NNW,18.4,330,Boston,Massachusetts,2101
21,Scattered Clouds,2016-01-04 23:54:00,6.1,,24.2,55,N/A,30.19,19.9,,6:54 PM,10.0,NNW,13.8,330,Boston,Massachusetts,2101
22,Mostly Cloudy,2016-01-05 01:54:00,3.0,,26.5,54,N/A,30.26,17.1,,8:54 PM,10.0,NNW,15.0,340,Boston,Massachusetts,2101
23,Mostly Cloudy,2016-01-05 02:54:00,1.9,,-,54,N/A,30.30,16.0,,9:54 PM,10.0,NNW,11.5,330,Boston,Massachusetts,2101
0,Clear,2016-01-05 07:54:00,-4.0,,-,56,N/A,30.42,9.0,,2:54 AM,10.0,NW,15.0,320,Boston,Massachusetts,2101
1,Clear,2016-01-05 08:54:00,-4.0,,21.9,56,N/A,30.44,9.0,,3:54 AM,10.0,NW,16.1,320,Boston,Massachusetts,2101
2,Clear,2016-01-05 09:54:00,-5.1,,-,55,N/A,30.46,8.1,,4:54 AM,10.0,NW,11.5,320,Boston,Massachusetts,2101
3,Clear,2016-01-05 10:54:00,-4.0,,-,58,N/A,30.48,8.1,,5:54 AM,10.0,NW,12.7,320,Boston,Massachusetts,2101
4,Partly Cloudy,2016-01-05 11:54:00,-4.0,,-,58,N/A,30.50,8.1,,6:54 AM,10.0,NNW,10.4,330,Boston,Massachusetts,2101
5,Partly Cloudy,2016-01-05 12:54:00,-4.0,,-,56,N/A,30.54,9.0,,7:54 AM,10.0,NNW,11.5,330,Boston,Massachusetts,2101
6,Partly Cloudy,2016-01-05 13:54:00,-4.0,,-,51,N/A,30.56,10.9,,8:54 AM,10.0,NW,11.5,320,Boston,Massachusetts,2101
7,Partly Cloudy,2016-01-05 14:54:00,-4.0,,-,43,N/A,30.56,15.1,,9:54 AM,10.0,NNW,10.4,330,Boston,Massachusetts,2101
8,Partly Cloudy,2016-01-05 15:54:00,-4.0,,-,38,N/A,30.55,18.0,,10:54 AM,10.0,NNW,11.5,330,Boston,Massachusetts,2101
9,Partly Cloudy,2016-01-05 16:54:00,-5.1,,-,33,N/A,30.54,19.9,,11:54 AM,10.0,NNW,6.9,330,Boston,Massachusetts,2101
10,Partly Cloudy,2016-01-05 17:54:00,-4.0,,-,32,N/A,30.52,21.9,,12:54 PM,10.0,NNW,8.1,330,Boston,Massachusetts,2101
11,Partly Cloudy,2016-01-05 18:54:00,-5.1,,-,28,N/A,30.51,24.1,,1:54 PM,10.0,NW,8.1,310,Boston,Massachusetts,2101
12,Partly Cloudy,2016-01-05 19:54:00,-5.1,,-,27,N/A,30.53,25.0,,2:54 PM,10.0,NW,6.9,310,Boston,Massachusetts,2101
13,Partly Cloudy,2016-01-05 20:54:00,-5.1,,-,27,N/A,30.55,25.0,,3:54 PM,10.0,WNW,3.5,290,Boston,Massachusetts,2101
14,Partly Cloudy,2016-01-05 21:54:00,-2.9,,-,31,N/A,30.57,24.1,,4:54 PM,10.0,SW,9.2,230,Boston,Massachusetts,2101
15,Partly Cloudy,2016-01-05 22:54:00,-2.9,,-,31,N/A,30.58,24.1,,5:54 PM,10.0,SW,9.2,220,Boston,Massachusetts,2101
16,Clear,2016-01-05 23:54:00,-0.9,,-,34,N/A,30.58,24.1,,6:54 PM,10.0,SW,8.1,220,Boston,Massachusetts,2101
17,Clear,2016-01-06 00:54:00,-0.9,,-,33,N/A,30.56,25.0,,7:54 PM,10.0,WSW,9.2,250,Boston,Massachusetts,2101
18,Clear,2016-01-06 01:54:00,1.0,,-,37,N/A,30.56,24.1,,8:54 PM,10.0,Variable,5.8,0,Boston,Massachusetts,2101
19,Clear,2016-01-06 02:54:00,1.9,,-,40,N/A,30.56,23.0,,9:54 PM,10.0,West,8.1,270,Boston,Massachusetts,2101
20,Clear,2016-01-06 03:54:00,1.9,,-,42,N/A,30.56,21.9,,10:54 PM,10.0,WSW,6.9,240,Boston,Massachusetts,2101
21,Clear,2016-01-06 04:54:00,3.9,,-,42,N/A,30.54,24.1,,11:54 PM,10.0,West,9.2,270,Boston,Massachusetts,2101
0,Clear,2016-01-06 05:54:00,3.9,,-,46,N/A,30.53,21.9,,12:54 AM,10.0,WSW,9.2,240,Boston,Massachusetts,2101
1,Clear,2016-01-06 06:54:00,3.0,,-,44,N/A,30.52,21.9,,1:54 AM,10.0,SW,11.5,220,Boston,Massachusetts,2101
2,Clear,2016-01-06 07:54:00,3.0,,-,46,N/A,30.52,21.0,,2:54 AM,10.0,SW,11.5,220,Boston,Massachusetts,2101
3,Clear,2016-01-06 08:54:00,3.9,,-,46,N/A,30.51,21.9,,3:54 AM,10.0,SW,8.1,230,Boston,Massachusetts,2101
4,Clear,2016-01-06 09:54:00,3.9,,-,48,N/A,30.51,21.0,,4:54 AM,10.0,SW,9.2,220,Boston,Massachusetts,2101
5,Clear,2016-01-06 10:54:00,-0.9,,-,30,N/A,30.51,27.0,,5:54 AM,10.0,West,8.1,270,Boston,Massachusetts,2101
6,Clear,2016-01-06 11:54:00,1.9,,-,40,N/A,30.50,23.0,,6:54 AM,10.0,SW,9.2,220,Boston,Massachusetts,2101
7,Clear,2016-01-06 12:54:00,3.0,,-,40,N/A,30.50,24.1,,7:54 AM,10.0,SW,10.4,230,Boston,Massachusetts,2101
8,Clear,2016-01-06 13:54:00,3.0,,-,34,N/A,30.50,28.0,,8:54 AM,10.0,WSW,6.9,240,Boston,Massachusetts,2101
9,Partly Cloudy,2016-01-06 14:54:00,1.0,,-,25,N/A,30.50,34.0,,9:54 AM,10.0,WSW,9.2,250,Boston,Massachusetts,2101
10,Partly Cloudy,2016-01-06 15:54:00,-0.0,,-,20,N/A,30.48,37.9,,10:54 AM,10.0,SW,9.2,230,Boston,Massachusetts,2101
11,Partly Cloudy,2016-01-06 16:54:00,-2.9,,-,16,N/A,30.45,41.0,,11:54 AM,10.0,SW,12.7,230,Boston,Massachusetts,2101
12,Partly Cloudy,2016-01-06 17:54:00,-2.9,,-,15,N/A,30.42,43.0,,12:54 PM,10.0,WSW,10.4,240,Boston,Massachusetts,2101
13,Partly Cloudy,2016-01-06 18:54:00,-5.1,,-,13,N/A,30.40,44.1,,1:54 PM,10.0,WSW,12.7,240,Boston,Massachusetts,2101
14,Scattered Clouds,2016-01-06 19:54:00,-4.0,,-,13,N/A,30.38,44.1,,2:54 PM,10.0,SW,11.5,220,Boston,Massachusetts,2101
15,Scattered Clouds,2016-01-06 20:54:00,-4.0,,18.4,14,N/A,30.39,42.1,,3:54 PM,10.0,WSW,11.5,240,Boston,Massachusetts,2101
16,Scattered Clouds,2016-01-06 21:54:00,-0.0,,-,19,N/A,30.38,39.9,,4:54 PM,10.0,SW,13.8,220,Boston,Massachusetts,2101
17,Scattered Clouds,2016-01-06 22:54:00,5.0,,-,26,N/A,30.39,37.0,,5:54 PM,10.0,SSW,6.9,210,Boston,Massachusetts,2101
18,Clear,2016-01-06 23:54:00,3.0,,-,25,N/A,30.38,36.0,,6:54 PM,10.0,SW,12.7,220,Boston,Massachusetts,2101
19,Clear,2016-01-07 00:54:00,1.9,,-,26,N/A,30.38,34.0,,7:54 PM,10.0,SW,10.4,220,Boston,Massachusetts,2101
20,Clear,2016-01-07 01:54:00,6.1,,-,32,N/A,30.38,33.1,,8:54 PM,10.0,SW,10.4,220,Boston,Massachusetts,2101
21,Clear,2016-01-07 02:54:00,6.1,,-,34,N/A,30.38,32.0,,9:54 PM,10.0,South,6.9,190,Boston,Massachusetts,2101
22,Clear,2016-01-07 03:54:00,9.0,,-,40,N/A,30.38,30.9,,10:54 PM,10.0,SW,8.1,220,Boston,Massachusetts,2101
23,Clear,2016-01-07 04:54:00,10.0,,-,43,N/A,30.35,30.0,,11:54 PM,10.0,SW,10.4,220,Boston,Massachusetts,2101
0,Clear,2016-01-07 05:54:00,10.9,,-,45,N/A,30.33,30.0,,12:54 AM,10.0,SW,11.5,230,Boston,Massachusetts,2101
1,Clear,2016-01-07 06:54:00,10.0,,-,43,N/A,30.32,30.0,,1:54 AM,10.0,SW,12.7,230,Boston,Massachusetts,2101
2,Clear,2016-01-07 07:54:00,10.9,,-,49,N/A,30.32,28.0,,2:54 AM,10.0,South,5.8,190,Boston,Massachusetts,2101
3,Clear,2016-01-07 08:54:00,10.9,,-,51,N/A,30.32,27.0,,3:54 AM,10.0,SSW,8.1,210,Boston,Massachusetts,2101
4,Clear,2016-01-07 09:54:00,10.0,,-,49,N/A,30.32,27.0,,4:54 AM,10.0,SSW,9.2,210,Boston,Massachusetts,2101
5,Clear,2016-01-07 10:54:00,10.9,,-,51,N/A,30.34,27.0,,5:54 AM,10.0,SSW,8.1,210,Boston,Massachusetts,2101
6,Partly Cloudy,2016-01-07 11:54:00,10.0,,-,49,N/A,30.34,27.0,,6:54 AM,10.0,SW,6.9,230,Boston,Massachusetts,2101
7,Partly Cloudy,2016-01-07 12:54:00,8.1,,-,41,N/A,30.33,28.9,,7:54 AM,10.0,WNW,8.1,300,Boston,Massachusetts,2101
8,Scattered Clouds,2016-01-07 13:54:00,10.0,,-,40,N/A,30.34,32.0,,8:54 AM,10.0,Calm,Calm,0,Boston,Massachusetts,2101
9,Mostly Cloudy,2016-01-07 14:54:00,8.1,,-,33,N/A,30.35,35.1,,9:54 AM,10.0,WNW,5.8,300,Boston,Massachusetts,2101
10,Mostly Cloudy,2016-01-07 15:54:00,6.1,,-,27,N/A,30.32,37.9,,10:54 AM,10.0,NW,5.8,320,Boston,Massachusetts,2101
11,Mostly Cloudy,2016-01-07 16:54:00,6.1,,-,23,N/A,30.28,42.1,,11:54 AM,10.0,Calm,Calm,0,Boston,Massachusetts,2101
12,Mostly Cloudy,2016-01-07 17:54:00,16.0,,-,38,N/A,30.27,39.9,,12:54 PM,10.0,ESE,6.9,110,Boston,Massachusetts,2101
13,Mostly Cloudy,2016-01-07 18:54:00,16.0,,-,38,N/A,30.25,39.9,,1:54 PM,10.0,East,9.2,90,Boston,Massachusetts,2101
14,Mostly Cloudy,2016-01-07 19:54:00,19.0,,-,47,N/A,30.25,37.9,,2:54 PM,10.0,East,6.9,90,Boston,Massachusetts,2101
15,Mostly Cloudy,2016-01-07 20:54:00,19.9,,-,50,N/A,30.27,37.0,,3:54 PM,10.0,East,3.5,90,Boston,Massachusetts,2101
16,Scattered Clouds,2016-01-07 21:54:00,16.0,,-,46,N/A,30.27,35.1,,4:54 PM,10.0,North,4.6,10,Boston,Massachusetts,2101
17,Scattered Clouds,2016-01-07 22:54:00,14.0,,-,41,N/A,30.27,36.0,,5:54 PM,10.0,North,3.5,350,Boston,Massachusetts,2101
18,Partly Cloudy,2016-01-07 23:54:00,16.0,,-,46,N/A,30.28,35.1,,6:54 PM,10.0,North,4.6,350,Boston,Massachusetts,2101
19,Partly Cloudy,2016-01-08 00:54:00,19.9,,-,56,N/A,30.28,34.0,,7:54 PM,10.0,North,5.8,350,Boston,Massachusetts,2101
20,Clear,2016-01-08 01:54:00,23.0,,-,66,N/A,30.27,33.1,,8:54 PM,10.0,North,6.9,360,Boston,Massachusetts,2101
21,Clear,2016-01-08 02:54:00,23.0,,-,69,N/A,30.25,32.0,,9:54 PM,10.0,North,5.8,350,Boston,Massachusetts,2101
22,Clear,2016-01-08 03:54:00,24.1,,-,73,N/A,30.25,32.0,,10:54 PM,10.0,NNW,5.8,340,Boston,Massachusetts,2101
23,Clear,2016-01-08 04:54:00,24.1,,-,73,N/A,30.24,32.0,,11:54 PM,10.0,NNW,8.1,340,Boston,Massachusetts,2101
0,Clear,2016-01-08 05:54:00,25.0,,-,79,N/A,30.24,30.9,,12:54 AM,10.0,North,6.9,350,Boston,Massachusetts,2101
1,Mostly Cloudy,2016-01-08 06:24:00,24.8,,-,80,N/A,30.23,30.2,,1:24 AM,10.0,North,6.9,360,Boston,Massachusetts,2101
2,Mostly Cloudy,2016-01-08 06:54:00,26.1,,-,79,N/A,30.24,32.0,,1:54 AM,10.0,North,9.2,350,Boston,Massachusetts,2101
3,Scattered Clouds,2016-01-08 07:45:00,26.6,,-,80,N/A,30.25,32.0,,2:45 AM,10.0,North,8.1,350,Boston,Massachusetts,2101
4,Partly Cloudy,2016-01-08 07:54:00,26.1,,-,79,N/A,30.24,32.0,,2:54 AM,10.0,North,8.1,350,Boston,Massachusetts,2101
5,Clear,2016-01-08 08:54:00,24.1,,-,79,N/A,30.24,30.0,,3:54 AM,10.0,North,6.9,360,Boston,Massachusetts,2101
6,Mostly Cloudy,2016-01-08 09:54:00,25.0,,-,82,N/A,30.24,30.0,,4:54 AM,10.0,North,8.1,350,Boston,Massachusetts,2101
7,Mostly Cloudy,2016-01-08 10:54:00,25.0,,-,79,N/A,30.25,30.9,,5:54 AM,10.0,North,8.1,350,Boston,Massachusetts,2101
8,Mostly Cloudy,2016-01-08 11:54:00,24.1,,-,76,N/A,30.27,30.9,,6:54 AM,10.0,North,8.1,350,Boston,Massachusetts,2101
