,Conditions,DateUTC,Dew PointF,Events,Gust SpeedMPH,Humidity,PrecipitationIn,Sea Level PressureIn,TemperatureF,TimePDT,TimePST,VisibilityMPH,Wind Direction,Wind SpeedMPH,WindDirDegrees,City,State,Zip
0,Clear,2016-01-01 08:56:00,30.9,,-,58,N/A,30.14,45.0,,12:56 AM,10.0,East,11.5,90,San Francisco,California,94101
1,Clear,2016-01-01 09:56:00,28.0,,-,52,N/A,30.14,45.0,,1:56 AM,10.0,East,10.4,90,San Francisco,California,94101
2,Partly Cloudy,2016-01-01 10:56:00,26.1,,-,49,N/A,30.15,44.1,,2:56 AM,10.0,East,10.4,90,San Francisco,California,94101
3,Partly Cloudy,2016-01-01 11:56:00,26.1,,-,49,N/A,30.14,44.1,,3:56 AM,10.0,East,11.5,80,San Francisco,California,94101
4,Partly Cloudy,2016-01-01 12:56:00,24.1,,-,45,N/A,30.13,44.1,,4:56 AM,10.0,East,16.1,90,San Francisco,California,94101
5,Partly Cloudy,2016-01-01 13:56:00,26.1,,-,60,N/A,30.14,39.0,,5:56 AM,10.0,ESE,6.9,120,San Francisco,California,94101
6,Partly Cloudy,2016-01-01 14:56:00,25.0,,-,60,N/A,30.16,37.9,,6:56 AM,10.0,SE,10.4,140,San Francisco,California,94101
7,Partly Cloudy,2016-01-01 15:56:00,24.1,,-,57,N/A,30.17,37.9,,7:56 AM,10.0,SE,10.4,140,San Francisco,California,94101
8,Partly Cloudy,2016-01-01 16:56:00,21.9,,-,49,N/A,30.18,39.9,,8:56 AM,10.0,SE,10.4,130,San Francisco,California,94101
9,Partly Cloudy,2016-01-01 17:56:00,21.9,,-,43,N/A,30.19,43.0,,9:56 AM,10.0,ESE,9.2,120,San Francisco,California,94101
10,Partly Cloudy,2016-01-01 18:56:00,21.9,,-,42,N/A,30.20,44.1,,10:56 AM,10.0,ESE,8.1,120,San Francisco,California,94101
11,Partly Cloudy,2016-01-01 19:56:00,23.0,,-,42,N/A,30.17,45.0,,11:56 AM,10.0,East,8.1,100,San Francisco,California,94101
12,Partly Cloudy,2016-01-01 20:56:00,23.0,,-,40,N/A,30.15,46.0,,12:56 PM,10.0,East,6.9,100,San Francisco,California,94101
13,Partly Cloudy,2016-01-01 21:56:00,26.1,,-,44,N/A,30.14,46.9,,1:56 PM,10.0,Calm,Calm,0,San Francisco,California,94101
14,Scattered Clouds,2016-01-01 22:56:00,26.1,,-,42,N/A,30.13,48.0,,2:56 PM,10.0,Calm,Calm,0,San Francisco,California,94101
15,Scattered Clouds,2016-01-01 23:56:00,27.0,,-,44,N/A,30.13,48.0,,3:56 PM,10.0,Calm,Calm,0,San Francisco,California,94101
16,Mostly Cloudy,2016-01-02 00:56:00,28.0,,-,46,N/A,30.12,48.0,,4:56 PM,10.0,NE,10.4,50,San Francisco,California,94101
17,Mostly Cloudy,2016-01-02 01:56:00,28.9,,-,50,N/A,30.13,46.9,,5:56 PM,10.0,ENE,11.5,60,San Francisco,California,94101
18,Mostly Cloudy,2016-01-02 02:56:00,28.0,,-,50,N/A,30.13,46.0,,6:56 PM,10.0,NE,12.7,50,San Francisco,California,94101
19,Mostly Cloudy,2016-01-02 03:56:00,28.9,,-,51,N/A,30.13,46.0,,7:56 PM,10.0,NE,9.2,50,San Francisco,California,94101
20,Mostly Cloudy,2016-01-02 04:56:00,30.0,,-,54,N/A,30.14,46.0,,8:56 PM,10.0,East,6.9,80,San Francisco,California,94101
21,Mostly Cloudy,2016-01-02 05:56:00,30.0,,-,54,N/A,30.14,46.0,,9:56 PM,10.0,ENE,10.4,60,San Francisco,California,94101
22,Mostly Cloudy,2016-01-02 06:56:00,32.0,,-,60,N/A,30.14,45.0,,10:56 PM,10.0,ENE,10.4,70,San Francisco,California,94101
23,Mostly Cloudy,2016-01-02 07:56:00,32.0,,-,60,N/A,30.13,45.0,,11:56 PM,10.0,ENE,9.2,70,San Francisco,California,94101
0,Overcast,2016-01-02 08:56:00,33.1,,-,63,N/A,30.13,45.0,,12:56 AM,10.0,East,9.2,80,San Francisco,California,94101
1,Overcast,2016-01-02 09:56:00,33.1,,-,65,N/A,30.12,44.1,,1:56 AM,10.0,SE,3.5,130,San Francisco,California,94101
2,Overcast,2016-01-02 10:56:00,30.9,,-,60,N/A,30.11,44.1,,2:56 AM,10.0,SE,5.8,130,San Francisco,California,94101
3,Overcast,2016-01-02 11:56:00,30.9,,-,60,N/A,30.11,44.1,,3:56 AM,10.0,South,4.6,170,San Francisco,California,94101
4,Overcast,2016-01-02 12:56:00,30.9,,-,60,N/A,30.10,44.1,,4:56 AM,10.0,SSE,4.6,150,San Francisco,California,94101
5,Overcast,2016-01-02 13:56:00,32.0,,-,63,N/A,30.09,44.1,,5:56 AM,10.0,SE,4.6,140,San Francisco,California,94101
6,Overcast,2016-01-02 14:56:00,30.9,,-,60,N/A,30.10,44.1,,6:56 AM,10.0,SSE,5.8,150,San Francisco,California,94101
7,Overcast,2016-01-02 15:56:00,32.0,,-,63,N/A,30.09,44.1,,7:56 AM,10.0,SSE,4.6,150,San Francisco,California,94101
8,Mostly Cloudy,2016-01-02 16:56:00,33.1,,-,65,N/A,30.10,44.1,,8:56 AM,10.0,SSE,3.5,160,San Francisco,California,94101
9,Mostly Cloudy,2016-01-02 17:56:00,34.0,,-,63,N/A,30.10,46.0,,9:56 AM,10.0,East,6.9,100,San Francisco,California,94101
10,Mostly Cloudy,2016-01-02 18:56:00,33.1,,-,61,N/A,30.10,46.0,,10:56 AM,10.0,SE,4.6,130,San Francisco,California,94101
11,Mostly Cloudy,2016-01-02 19:56:00,33.1,,-,59,N/A,30.06,46.9,,11:56 AM,10.0,East,3.5,100,San Francisco,California,94101
12,Mostly Cloudy,2016-01-02 20:56:00,30.9,,-,52,N/A,30.02,48.0,,12:56 PM,10.0,ESE,5.8,110,San Francisco,California,94101
13,Mostly Cloudy,2016-01-02 21:56:00,32.0,,-,52,N/A,30.01,48.9,,1:56 PM,10.0,ESE,6.9,120,San Francisco,California,94101
14,Overcast,2016-01-02 22:56:00,36.0,,-,59,N/A,30.00,50.0,,2:56 PM,10.0,ENE,5.8,70,San Francisco,California,94101
15,Overcast,2016-01-02 23:56:00,34.0,,-,54,N/A,30.00,50.0,,3:56 PM,10.0,Calm,Calm,0,San Francisco,California,94101
16,Mostly Cloudy,2016-01-03 00:56:00,36.0,,-,61,N/A,29.99,48.9,,4:56 PM,10.0,NNE,4.6,30,San Francisco,California,94101
17,Mostly Cloudy,2016-01-03 01:56:00,35.1,,-,59,N/A,29.99,48.9,,5:56 PM,10.0,NNE,9.2,30,San Francisco,California,94101
18,Mostly Cloudy,2016-01-03 02:56:00,35.1,,-,61,N/A,29.98,48.0,,6:56 PM,10.0,NE,9.2,50,San Francisco,California,94101
19,Mostly Cloudy,2016-01-03 03:56:00,35.1,,-,61,N/A,29.99,48.0,,7:56 PM,10.0,East,5.8,80,San Francisco,California,94101
20,Mostly Cloudy,2016-01-03 04:56:00,35.1,,-,63,N/A,30.00,46.9,,8:56 PM,10.0,ENE,9.2,60,San Francisco,California,94101
21,Overcast,2016-01-03 05:56:00,37.0,,-,68,N/A,29.99,46.9,,9:56 PM,10.0,ENE,15.0,70,San Francisco,California,94101
22,Overcast,2016-01-03 06:56:00,37.9,,-,71,N/A,29.98,46.9,,10:56 PM,10.0,ESE,6.9,120,San Francisco,California,94101
23,Overcast,2016-01-03 07:56:00,35.1,,-,63,N/A,29.97,46.9,,11:56 PM,10.0,SE,5.8,140,San Francisco,California,94101
0,Mostly Cloudy,2016-01-03 08:56:00,37.0,,-,68,N/A,29.96,46.9,,12:56 AM,10.0,ESE,5.8,120,San Francisco,California,94101
1,Overcast,2016-01-03 09:56:00,36.0,,-,66,N/A,29.96,46.9,,1:56 AM,10.0,SW,3.5,220,San Francisco,California,94101
2,Mostly Cloudy,2016-01-03 10:56:00,36.0,,-,68,N/A,29.95,46.0,,2:56 AM,10.0,ESE,3.5,110,San Francisco,California,94101
3,Mostly Cloudy,2016-01-03 11:56:00,35.1,,-,68,N/A,29.93,45.0,,3:56 AM,10.0,SE,3.5,140,San Francisco,California,94101
4,Mostly Cloudy,2016-01-03 12:56:00,35.1,,-,68,N/A,29.92,45.0,,4:56 AM,10.0,SE,3.5,140,San Francisco,California,94101
5,Mostly Cloudy,2016-01-03 13:56:00,36.0,,-,73,N/A,29.91,44.1,,5:56 AM,10.0,Calm,Calm,0,San Francisco,California,94101
6,Mostly Cloudy,2016-01-03 14:56:00,37.0,,-,74,N/A,29.90,45.0,,6:56 AM,10.0,Calm,Calm,0,San Francisco,California,94101
7,Overcast,2016-01-03 15:56:00,37.0,,-,71,N/A,29.90,46.0,,7:56 AM,10.0,Calm,Calm,0,San Francisco,California,94101
8,Light Rain,2016-01-03 16:56:00,37.0,Rain,-,68,0.00,29.91,46.9,,8:56 AM,10.0,Calm,Calm,0,San Francisco,California,94101
9,Overcast,2016-01-03 17:56:00,39.0,,-,71,0.00,29.92,48.0,,9:56 AM,10.0,North,3.5,10,San Francisco,California,94101
10,Overcast,2016-01-03 18:56:00,41.0,,-,74,0.00,29.91,48.9,,10:56 AM,10.0,Calm,Calm,0,San Francisco,California,94101
11,Overcast,2016-01-03 19:56:00,39.0,,-,66,N/A,29.88,50.0,,11:56 AM,10.0,Calm,Calm,0,San Francisco,California,94101
12,Overcast,2016-01-03 20:56:00,39.0,,-,63,N/A,29.85,51.1,,12:56 PM,10.0,Calm,Calm,0,San Francisco,California,94101
13,Overcast,2016-01-03 21:56:00,39.0,,-,59,N/A,29.82,53.1,,1:56 PM,10.0,Calm,Calm,0,San Francisco,California,94101
14,Overcast,2016-01-03 22:56:00,39.0,,-,61,N/A,29.81,52.0,,2:56 PM,10.0,Calm,Calm,0,San Francisco,California,94101
15,Overcast,2016-01-03 23:56:00,37.9,,-,57,N/A,29.81,53.1,,3:56 PM,10.0,Calm,Calm,0,San Francisco,California,94101
16,Overcast,2016-01-04 00:56:00,39.0,,-,63,N/A,29.81,51.1,,4:56 PM,10.0,East,3.5,90,San Francisco,California,94101
17,Overcast,2016-01-04 01:56:00,37.9,,-,59,N/A,29.81,52.0,,5:56 PM,10.0,East,3.5,90,San Francisco,California,94101
18,Overcast,2016-01-04 02:56:00,37.9,,-,59,N/A,29.81,52.0,,6:56 PM,10.0,Calm,Calm,0,San Francisco,California,94101
19,Light Rain,2016-01-04 03:56:00,39.9,Rain,-,66,0.00,29.82,51.1,,7:56 PM,10.0,SSE,4.6,150,San Francisco,California,94101
20,Light Rain,2016-01-04 04:56:00,42.1,Rain,-,74,0.01,29.82,50.0,,8:56 PM,10.0,SE,5.8,130,San Francisco,California,94101
21,Light Rain,2016-01-04 05:56:00,42.1,Rain,-,77,0.01,29.81,48.9,,9:56 PM,10.0,WNW,4.6,300,San Francisco,California,94101
22,Light Rain,2016-01-04 06:56:00,44.1,Rain,-,86,0.01,29.81,48.0,,10:56 PM,9.0,Calm,Calm,0,San Francisco,California,94101
23,Overcast,2016-01-04 07:56:00,43.0,,-,80,0.01,29.80,48.9,,11:56 PM,10.0,Calm,Calm,0,San Francisco,California,94101
0,Overcast,2016-01-04 08:56:00,43.0,,-,80,0.00,29.78,48.9,,12:56 AM,10.0,Calm,Calm,0,San Francisco,California,94101
1,Light Rain,2016-01-04 09:56:00,44.1,Rain,-,86,0.00,29.78,48.0,,1:56 AM,10.0,ESE,3.5,110,San Francisco,California,94101
2,Light Rain,2016-01-04 10:56:00,44.1,Rain,-,86,0.01,29.77,48.0,,2:56 AM,10.0,Calm,Calm,0,San Francisco,California,94101
3,Light Rain,2016-01-04 11:56:00,44.1,Rain,-,86,0.00,29.76,48.0,,3:56 AM,10.0,Calm,Calm,0,San Francisco,California,94101
4,Light Rain,2016-01-04 12:56:00,44.1,Rain,-,83,0.01,29.74,48.9,,4:56 AM,10.0,East,4.6,90,San Francisco,California,94101
5,Light Rain,2016-01-04 13:56:00,44.1,Rain,-,86,0.01,29.74,48.0,,5:56 AM,9.0,Calm,Calm,0,San Francisco,California,94101
6,Light Rain,2016-01-04 14:18:00,45.0,Rain,-,89,0.00,29.74,48.0,,6:18 AM,8.0,Calm,Calm,0,San Francisco,California,94101
7,Rain,2016-01-04 14:56:00,43.0,Rain,-,83,0.02,29.75,48.0,,6:56 AM,8.0,Calm,Calm,0,San Francisco,California,94101
8,Overcast,2016-01-04 15:27:00,43.0,,-,86,0.03,29.76,46.9,,7:27 AM,7.0,Calm,Calm,0,San Francisco,California,94101
9,Mostly Cloudy,2016-01-04 15:56:00,44.1,,-,86,0.03,29.75,48.0,,7:56 AM,8.0,ENE,3.5,70,San Francisco,California,94101
10,Overcast,2016-01-04 16:23:00,44.1,,-,86,N/A,29.76,48.0,,8:23 AM,3.0,East,4.6,80,San Francisco,California,94101
11,Overcast,2016-01-04 16:56:00,44.1,,-,86,N/A,29.78,48.0,,8:56 AM,4.0,East,3.5,80,San Francisco,California,94101
12,Mostly Cloudy,2016-01-04 17:56:00,45.0,,-,86,N/A,29.78,48.9,,9:56 AM,5.0,NE,3.5,40,San Francisco,California,94101
13,Haze,2016-01-04 18:56:00,45.0,,-,83,N/A,29.78,50.0,,10:56 AM,6.0,NE,3.5,40,San Francisco,California,94101
14,Haze,2016-01-04 19:56:00,46.0,,-,83,N/A,29.75,51.1,,11:56 AM,5.0,NE,4.6,40,San Francisco,California,94101
15,Mostly Cloudy,2016-01-04 20:56:00,46.0,,-,83,N/A,29.73,51.1,,12:56 PM,7.0,NNE,6.9,20,San Francisco,California,94101
16,Overcast,2016-01-04 21:56:00,48.0,,-,86,N/A,29.72,52.0,,1:56 PM,9.0,WNW,4.6,290,San Francisco,California,94101
17,Light Rain,2016-01-04 22:56:00,50.0,Rain,-,77,0.00,29.72,57.0,,2:56 PM,3.0,SSE,8.1,150,San Francisco,California,94101
18,Light Rain,2016-01-04 23:11:00,51.1,Rain,-,84,0.01,29.71,55.9,,3:11 PM,8.0,South,6.9,180,San Francisco,California,94101
19,Mostly Cloudy,2016-01-04 23:40:00,51.1,,-,84,0.01,29.71,55.9,,3:40 PM,10.0,South,6.9,170,San Francisco,California,94101
20,Mostly Cloudy,2016-01-04 23:56:00,51.1,,-,81,0.01,29.71,57.0,,3:56 PM,10.0,South,5.8,180,San Francisco,California,94101
21,Mostly Cloudy,2016-01-05 00:24:00,50.0,,-,77,N/A,29.71,57.0,,4:24 PM,10.0,South,4.6,180,San Francisco,California,94101
22,Mostly Cloudy,2016-01-05 00:56:00,50.0,,-,77,N/A,29.71,57.0,,4:56 PM,10.0,SE,5.8,140,San Francisco,California,94101
23,Light Rain,2016-01-05 01:56:00,50.0,Rain,-,80,0.00,29.70,55.9,,5:56 PM,7.0,SE,12.7,140,San Francisco,California,94101
24,Light Rain,2016-01-05 02:56:00,48.9,Rain,-,80,0.01,29.70,55.0,,6:56 PM,9.0,SE,15.0,130,San Francisco,California,94101
25,Light Rain,2016-01-05 07:56:00,48.9,Rain,-,86,0.00,29.64,53.1,,11:56 PM,10.0,ESE,15.0,110,San Francisco,California,94101
0,Rain,2016-01-05 08:56:00,48.9,Rain,-,83,0.01,29.62,54.0,,12:56 AM,10.0,SE,11.5,140,San Francisco,California,94101
1,Rain,2016-01-05 09:56:00,50.0,Rain,-,89,0.11,29.61,53.1,,1:56 AM,7.0,ESE,9.2,120,San Francisco,California,94101
2,Rain,2016-01-05 10:56:00,50.0,Rain,-,83,0.15,29.62,55.0,,2:56 AM,7.0,South,21.9,170,San Francisco,California,94101
3,Heavy Rain,2016-01-05 11:56:00,48.9,Rain,-,86,0.11,29.62,53.1,,3:56 AM,7.0,East,5.8,90,San Francisco,California,94101
4,Light Rain,2016-01-05 12:53:00,48.2,Rain,-,88,0.17,29.60,51.8,,4:53 AM,7.0,ESE,11.5,110,San Francisco,California,94101
5,Light Rain,2016-01-05 12:56:00,48.9,Rain,-,92,0.17,29.60,51.1,,4:56 AM,7.0,ESE,10.4,110,San Francisco,California,94101
6,Heavy Rain,2016-01-05 13:08:00,48.9,Rain,-,92,0.06,29.60,51.1,,5:08 AM,6.0,ESE,10.4,110,San Francisco,California,94101
7,Light Rain,2016-01-05 13:56:00,50.0,Rain,-,93,0.11,29.62,52.0,,5:56 AM,7.0,SSE,8.1,150,San Francisco,California,94101
8,Overcast,2016-01-05 14:56:00,48.9,,-,92,0.00,29.62,51.1,,6:56 AM,10.0,ESE,10.4,110,San Francisco,California,94101
9,Overcast,2016-01-05 15:56:00,48.9,,-,92,N/A,29.64,51.1,,7:56 AM,10.0,SSE,8.1,160,San Francisco,California,94101
10,Rain,2016-01-05 16:26:00,50.0,Rain,-,93,0.01,29.65,52.0,,8:26 AM,3.0,South,5.8,180,San Francisco,California,94101
11,Overcast,2016-01-05 16:56:00,48.9,,-,89,0.03,29.66,52.0,,8:56 AM,9.0,SE,3.5,130,San Francisco,California,94101
12,Overcast,2016-01-05 17:56:00,50.0,,-,89,N/A,29.68,53.1,,9:56 AM,10.0,Variable,4.6,0,San Francisco,California,94101
13,Rain,2016-01-05 18:21:00,48.0,Rain,27.6,83,0.02,29.69,53.1,,10:21 AM,4.0,West,21.9,260,San Francisco,California,94101
14,Heavy Rain,2016-01-05 18:29:00,48.0,Rain,-,86,0.11,29.69,52.0,,10:29 AM,4.0,West,17.3,270,San Francisco,California,94101
15,Rain,2016-01-05 18:32:00,48.0,Rain,-,86,0.12,29.69,52.0,,10:32 AM,4.0,West,17.3,270,San Francisco,California,94101
16,Light Rain,2016-01-05 18:56:00,48.0,Rain,-,86,0.15,29.71,52.0,,10:56 AM,4.0,WNW,15.0,290,San Francisco,California,94101
17,Light Rain,2016-01-05 19:56:00,46.9,Rain,-,83,0.03,29.71,52.0,,11:56 AM,8.0,West,20.7,270,San Francisco,California,94101
18,Light Rain,2016-01-05 20:56:00,46.0,Rain,-,83,0.02,29.72,51.1,,12:56 PM,9.0,West,13.8,270,San Francisco,California,94101
19,Light Rain,2016-01-05 21:56:00,45.0,Rain,-,74,0.00,29.71,53.1,,1:56 PM,9.0,WNW,4.6,300,San Francisco,California,94101
20,Light Rain,2016-01-05 22:30:00,46.0,Rain,-,80,0.00,29.73,52.0,,2:30 PM,4.0,NNW,12.7,340,San Francisco,California,94101
21,Light Rain,2016-01-05 22:56:00,46.9,Rain,-,86,0.11,29.74,51.1,,2:56 PM,7.0,North,4.6,10,San Francisco,California,94101
22,Light Rain,2016-01-05 23:07:00,46.9,Rain,-,86,0.00,29.74,51.1,,3:07 PM,8.0,NE,4.6,40,San Francisco,California,94101
23,Scattered Clouds,2016-01-05 23:56:00,48.0,,-,77,0.00,29.74,55.0,,3:56 PM,10.0,WSW,11.5,250,San Francisco,California,94101
24,Scattered Clouds,2016-01-06 00:56:00,48.0,,-,80,N/A,29.76,54.0,,4:56 PM,10.0,WSW,6.9,250,San Francisco,California,94101
25,Scattered Clouds,2016-01-06 01:56:00,46.9,,-,77,N/A,29.78,54.0,,5:56 PM,10.0,WSW,8.1,240,San Francisco,California,94101
26,Partly Cloudy,2016-01-06 02:56:00,46.0,,-,77,N/A,29.78,53.1,,6:56 PM,10.0,Variable,5.8,0,San Francisco,California,94101
27,Scattered Clouds,2016-01-06 03:56:00,46.0,,-,80,N/A,29.80,52.0,,7:56 PM,10.0,SE,8.1,140,San Francisco,California,94101
28,Light Rain,2016-01-06 04:56:00,46.9,Rain,-,83,0.00,29.83,52.0,,8:56 PM,10.0,SSE,6.9,150,San Francisco,California,94101
29,Mostly Cloudy,2016-01-06 05:56:00,46.9,,-,83,0.00,29.83,52.0,,9:56 PM,10.0,SE,6.9,140,San Francisco,California,94101
30,Mostly Cloudy,2016-01-06 06:56:00,46.9,,-,86,N/A,29.82,51.1,,10:56 PM,10.0,SSE,10.4,160,San Francisco,California,94101
31,Overcast,2016-01-06 07:56:00,46.0,,-,86,N/A,29.80,50.0,,11:56 PM,10.0,ESE,12.7,120,San Francisco,California,94101
0,Overcast,2016-01-06 08:56:00,45.0,,-,83,N/A,29.78,50.0,,12:56 AM,10.0,ESE,15.0,120,San Francisco,California,94101
1,Overcast,2016-01-06 09:56:00,45.0,,-,83,N/A,29.73,50.0,,1:56 AM,10.0,SE,16.1,130,San Francisco,California,94101
2,Light Rain,2016-01-06 10:56:00,45.0,Rain,-,83,0.01,29.71,50.0,,2:56 AM,10.0,ESE,15.0,120,San Francisco,California,94101
3,Heavy Rain,2016-01-06 11:56:00,45.0,Rain,-,83,0.06,29.66,50.0,,3:56 AM,8.0,ESE,19.6,110,San Francisco,California,94101
4,Heavy Rain,2016-01-06 12:56:00,45.0,Rain,-,86,0.30,29.65,48.9,,4:56 AM,7.0,SE,19.6,130,San Francisco,California,94101
5,Light Rain,2016-01-06 13:56:00,45.0,Rain,-,86,0.24,29.63,48.9,,5:56 AM,9.0,SE,13.8,130,San Francisco,California,94101
6,Light Rain,2016-01-06 14:56:00,46.0,Rain,-,86,0.03,29.64,50.0,,6:56 AM,10.0,SE,8.1,130,San Francisco,California,94101
7,Light Rain,2016-01-06 15:26:00,45.0,Rain,-,86,0.07,29.66,48.9,,7:26 AM,7.0,SW,8.1,220,San Francisco,California,94101
8,Overcast,2016-01-06 15:56:00,44.1,,-,86,0.10,29.66,48.0,,7:56 AM,9.0,SE,11.5,140,San Francisco,California,94101
9,Light Rain,2016-01-06 16:56:00,45.0,Rain,-,83,0.00,29.68,50.0,,8:56 AM,10.0,SSE,12.7,150,San Francisco,California,94101
10,Overcast,2016-01-06 17:56:00,46.0,,-,80,0.00,29.70,52.0,,9:56 AM,10.0,SSE,6.9,150,San Francisco,California,94101
11,Light Rain,2016-01-06 18:56:00,45.0,Rain,-,83,0.08,29.71,50.0,,10:56 AM,8.0,SSE,9.2,150,San Francisco,California,94101
12,Partly Cloudy,2016-01-06 19:56:00,46.9,,-,77,0.01,29.68,54.0,,11:56 AM,10.0,South,11.5,170,San Francisco,California,94101
13,Mostly Cloudy,2016-01-06 20:56:00,46.0,,-,77,0.00,29.68,53.1,,12:56 PM,10.0,South,10.4,190,San Francisco,California,94101
14,Mostly Cloudy,2016-01-06 21:56:00,44.1,,20.7,69,N/A,29.67,54.0,,1:56 PM,10.0,SSW,13.8,200,San Francisco,California,94101
15,Mostly Cloudy,2016-01-06 22:56:00,45.0,,-,72,N/A,29.68,54.0,,2:56 PM,10.0,SSW,13.8,200,San Francisco,California,94101
16,Mostly Cloudy,2016-01-06 23:56:00,44.1,,18.4,71,N/A,29.68,53.1,,3:56 PM,10.0,South,8.1,180,San Francisco,California,94101
17,Mostly Cloudy,2016-01-07 00:56:00,45.0,,-,74,0.00,29.69,53.1,,4:56 PM,10.0,South,8.1,190,San Francisco,California,94101
18,Light Rain,2016-01-07 01:56:00,45.0,Rain,-,80,0.00,29.70,51.1,,5:56 PM,10.0,SSE,6.9,160,San Francisco,California,94101
19,Light Rain,2016-01-07 02:56:00,45.0,Rain,-,80,0.05,29.71,51.1,,6:56 PM,6.0,SE,5.8,140,San Francisco,California,94101
20,Mostly Cloudy,2016-01-07 03:56:00,45.0,,-,80,0.01,29.73,51.1,,7:56 PM,10.0,SE,6.9,130,San Francisco,California,94101
21,Light Rain,2016-01-07 04:56:00,44.1,Rain,-,80,0.01,29.74,50.0,,8:56 PM,10.0,SE,8.1,130,San Francisco,California,94101
22,Rain,2016-01-07 05:56:00,45.0,Rain,-,86,0.04,29.75,48.9,,9:56 PM,10.0,East,9.2,90,San Francisco,California,94101
23,Light Rain,2016-01-07 06:48:00,45.0,Rain,-,86,0.02,29.76,48.9,,10:48 PM,10.0,SE,8.1,130,San Francisco,California,94101
24,Light Rain,2016-01-07 06:56:00,45.0,Rain,-,89,0.04,29.77,48.0,,10:56 PM,9.0,ESE,10.4,120,San Francisco,California,94101
25,Light Rain,2016-01-07 07:31:00,45.0,Rain,-,89,0.00,29.77,48.0,,11:31 PM,10.0,ESE,13.8,120,San Francisco,California,94101
26,Light Rain,2016-01-07 07:56:00,45.0,Rain,-,89,0.01,29.78,48.0,,11:56 PM,10.0,ESE,12.7,120,San Francisco,California,94101
0,Overcast,2016-01-07 08:56:00,45.0,,-,89,0.01,29.78,48.0,,12:56 AM,9.0,SE,9.2,130,San Francisco,California,94101
1,Mostly Cloudy,2016-01-07 09:56:00,45.0,,-,93,0.00,29.80,46.9,,1:56 AM,10.0,SSE,4.6,150,San Francisco,California,94101
2,Scattered Clouds,2016-01-07 10:56:00,44.1,,-,90,N/A,29.81,46.9,,2:56 AM,10.0,ESE,4.6,110,San Francisco,California,94101
3,Mostly Cloudy,2016-01-07 11:56:00,44.1,,-,90,N/A,29.82,46.9,,3:56 AM,10.0,East,4.6,100,San Francisco,California,94101
4,Overcast,2016-01-07 12:56:00,42.1,,-,90,N/A,29.83,45.0,,4:56 AM,10.0,SW,6.9,230,San Francisco,California,94101
5,Mostly Cloudy,2016-01-07 13:56:00,43.0,,-,89,N/A,29.86,46.0,,5:56 AM,10.0,WNW,3.5,300,San Francisco,California,94101
6,Mostly Cloudy,2016-01-07 14:56:00,44.1,,-,90,N/A,29.89,46.9,,6:56 AM,10.0,Calm,Calm,0,San Francisco,California,94101
7,Mostly Cloudy,2016-01-07 15:56:00,44.1,,-,90,N/A,29.92,46.9,,7:56 AM,10.0,NE,4.6,40,San Francisco,California,94101
8,Overcast,2016-01-07 16:56:00,44.1,,-,83,N/A,29.95,48.9,,8:56 AM,10.0,NNE,6.9,30,San Francisco,California,94101
9,Mostly Cloudy,2016-01-07 17:56:00,44.1,,-,83,N/A,29.98,48.9,,9:56 AM,10.0,ENE,3.5,60,San Francisco,California,94101
10,Mostly Cloudy,2016-01-07 18:56:00,45.0,,-,83,N/A,29.99,50.0,,10:56 AM,10.0,East,3.5,80,San Francisco,California,94101
11,Scattered Clouds,2016-01-07 19:56:00,44.1,,-,77,N/A,29.97,51.1,,11:56 AM,10.0,NE,3.5,40,San Francisco,California,94101
12,Mostly Cloudy,2016-01-07 20:56:00,44.1,,-,74,N/A,29.96,52.0,,12:56 PM,10.0,NE,4.6,40,San Francisco,California,94101
13,Mostly Cloudy,2016-01-07 21:56:00,45.0,,-,80,N/A,29.97,51.1,,1:56 PM,10.0,North,8.1,10,San Francisco,California,94101
14,Scattered Clouds,2016-01-07 22:56:00,46.0,,-,80,N/A,29.98,52.0,,2:56 PM,10.0,North,10.4,10,San Francisco,California,94101
15,Scattered Clouds,2016-01-07 23:56:00,45.0,,-,77,N/A,29.98,52.0,,3:56 PM,10.0,North,6.9,10,San Francisco,California,94101
16,Scattered Clouds,2016-01-08 00:56:00,44.1,,-,77,N/A,29.99,51.1,,4:56 PM,10.0,North,3.5,360,San Francisco,California,94101
17,Partly Cloudy,2016-01-08 01:56:00,44.1,,-,80,N/A,30.01,50.0,,5:56 PM,10.0,West,3.5,280,San Francisco,California,94101
18,Scattered Clouds,2016-01-08 02:56:00,43.0,,-,80,N/A,30.02,48.9,,6:56 PM,10.0,Calm,Calm,0,San Francisco,California,94101
19,Partly Cloudy,2016-01-08 03:56:00,43.0,,-,80,N/A,30.04,48.9,,7:56 PM,10.0,Calm,Calm,0,San Francisco,California,94101
20,Scattered Clouds,2016-01-08 04:56:00,43.0,,-,86,N/A,30.03,46.9,,8:56 PM,10.0,SSE,4.6,160,San Francisco,California,94101
21,Clear,2016-01-08 05:56:00,42.1,,-,86,N/A,30.03,46.0,,9:56 PM,10.0,SW,4.6,230,San Francisco,California,94101
22,Partly Cloudy,2016-01-08 06:56:00,42.1,,-,86,N/A,30.04,46.0,,10:56 PM,10.0,Calm,Calm,0,San Francisco,California,94101
23,Partly Cloudy,2016-01-08 07:56:00,41.0,,-,89,N/A,30.05,44.1,,11:56 PM,10.0,Calm,Calm,0,San Francisco,California,94101
