,Conditions,DateUTC,Dew PointF,Events,Gust SpeedMPH,Humidity,PrecipitationIn,Sea Level PressureIn,TemperatureF,TimeEDT,TimeEST,VisibilityMPH,Wind Direction,Wind SpeedMPH,WindDirDegrees,City,State,Zip
16,Clear,2016-01-02 21:53:00,27.0,,-,46,N/A,30.19,46.9,,4:53 PM,10.0,WNW,6.9,290,Atlanta,Georgia,30301
17,Clear,2016-01-02 22:53:00,28.0,,-,53,N/A,30.20,44.1,,5:53 PM,10.0,West,5.8,280,Atlanta,Georgia,30301
18,Clear,2016-01-02 23:53:00,28.0,,-,56,N/A,30.20,43.0,,6:53 PM,10.0,NW,4.6,310,Atlanta,Georgia,30301
19,Clear,2016-01-03 00:53:00,28.9,,-,60,N/A,30.19,42.1,,7:53 PM,10.0,West,4.6,270,Atlanta,Georgia,30301
20,Clear,2016-01-03 01:53:00,30.0,,-,65,N/A,30.20,41.0,,8:53 PM,10.0,WNW,6.9,300,Atlanta,Georgia,30301
21,Clear,2016-01-03 02:53:00,28.9,,-,67,N/A,30.21,39.0,,9:53 PM,10.0,WNW,5.8,290,Atlanta,Georgia,30301
22,Clear,2016-01-03 03:53:00,28.9,,-,65,N/A,30.20,39.9,,10:53 PM,10.0,WNW,5.8,290,Atlanta,Georgia,30301
23,Clear,2016-01-03 04:53:00,28.9,,-,67,N/A,30.18,39.0,,11:53 PM,10.0,WNW,5.8,300,Atlanta,Georgia,30301
0,Clear,2016-01-03 05:53:00,28.0,,-,70,N/A,30.17,37.0,,12:53 AM,10.0,WNW,5.8,290,Atlanta,Georgia,30301
1,Clear,2016-01-03 06:53:00,28.0,,-,76,N/A,30.16,35.1,,1:53 AM,10.0,WNW,5.8,290,Atlanta,Georgia,30301
2,Clear,2016-01-03 07:53:00,28.0,,-,73,N/A,30.16,36.0,,2:53 AM,10.0,WNW,4.6,300,Atlanta,Georgia,30301
3,Clear,2016-01-03 08:53:00,26.1,,-,65,N/A,30.14,37.0,,3:53 AM,10.0,WNW,8.1,300,Atlanta,Georgia,30301
4,Clear,2016-01-03 09:53:00,26.1,,-,70,N/A,30.14,35.1,,4:53 AM,10.0,WNW,4.6,290,Atlanta,Georgia,30301
5,Clear,2016-01-03 10:53:00,27.0,,-,67,N/A,30.12,37.0,,5:53 AM,10.0,WNW,8.1,300,Atlanta,Georgia,30301
6,Clear,2016-01-03 11:53:00,27.0,,-,67,N/A,30.12,37.0,,6:53 AM,10.0,NW,8.1,320,Atlanta,Georgia,30301
7,Clear,2016-01-03 12:53:00,26.1,,-,65,N/A,30.12,37.0,,7:53 AM,10.0,NW,6.9,320,Atlanta,Georgia,30301
8,Clear,2016-01-03 13:53:00,26.1,,-,62,N/A,30.13,37.9,,8:53 AM,10.0,WNW,6.9,290,Atlanta,Georgia,30301
9,Clear,2016-01-03 14:53:00,26.1,,-,55,N/A,30.14,41.0,,9:53 AM,10.0,WNW,8.1,300,Atlanta,Georgia,30301
10,Clear,2016-01-03 15:53:00,27.0,,-,51,N/A,30.13,44.1,,10:53 AM,10.0,NW,10.4,310,Atlanta,Georgia,30301
11,Clear,2016-01-03 16:53:00,26.1,,-,44,N/A,30.10,46.9,,11:53 AM,10.0,WNW,12.7,290,Atlanta,Georgia,30301
12,Clear,2016-01-03 17:53:00,25.0,,-,38,N/A,30.07,50.0,,12:53 PM,10.0,NW,12.7,310,Atlanta,Georgia,30301
13,Clear,2016-01-03 18:53:00,26.1,,-,35,N/A,30.05,53.1,,1:53 PM,10.0,NW,12.7,310,Atlanta,Georgia,30301
14,Clear,2016-01-03 19:53:00,26.1,,-,35,N/A,30.01,53.1,,2:53 PM,10.0,NW,12.7,320,Atlanta,Georgia,30301
15,Clear,2016-01-03 20:53:00,26.1,,-,35,N/A,30.02,53.1,,3:53 PM,10.0,NW,9.2,320,Atlanta,Georgia,30301
16,Clear,2016-01-03 21:53:00,28.0,,-,43,N/A,30.04,50.0,,4:53 PM,10.0,West,9.2,270,Atlanta,Georgia,30301
17,Clear,2016-01-03 22:53:00,28.9,,-,50,N/A,30.03,46.9,,5:53 PM,10.0,WNW,8.1,300,Atlanta,Georgia,30301
18,Clear,2016-01-03 23:53:00,30.0,,-,56,N/A,30.04,45.0,,6:53 PM,10.0,West,8.1,280,Atlanta,Georgia,30301
19,Clear,2016-01-04 00:53:00,30.0,,-,58,N/A,30.04,44.1,,7:53 PM,10.0,West,6.9,280,Atlanta,Georgia,30301
20,Clear,2016-01-04 01:53:00,30.9,,-,62,N/A,30.05,43.0,,8:53 PM,10.0,WNW,6.9,290,Atlanta,Georgia,30301
21,Clear,2016-01-04 02:53:00,30.0,,-,60,N/A,30.04,43.0,,9:53 PM,10.0,NW,9.2,310,Atlanta,Georgia,30301
22,Clear,2016-01-04 03:53:00,30.0,,-,62,N/A,30.04,42.1,,10:53 PM,10.0,WNW,9.2,300,Atlanta,Georgia,30301
23,Clear,2016-01-04 04:53:00,28.9,,-,62,N/A,30.03,41.0,,11:53 PM,10.0,West,5.8,280,Atlanta,Georgia,30301
0,Clear,2016-01-04 05:53:00,28.9,,-,62,N/A,30.03,41.0,,12:53 AM,10.0,WNW,5.8,300,Atlanta,Georgia,30301
1,Clear,2016-01-04 06:53:00,28.9,,-,67,N/A,30.02,39.0,,1:53 AM,10.0,NW,9.2,310,Atlanta,Georgia,30301
2,Clear,2016-01-04 07:53:00,28.0,,-,65,N/A,30.01,39.0,,2:53 AM,10.0,NW,10.4,310,Atlanta,Georgia,30301
3,Clear,2016-01-04 08:53:00,28.0,,-,68,N/A,30.02,37.9,,3:53 AM,10.0,WNW,6.9,300,Atlanta,Georgia,30301
4,Clear,2016-01-04 09:53:00,28.0,,-,73,N/A,30.04,36.0,,4:53 AM,10.0,NW,9.2,310,Atlanta,Georgia,30301
5,Clear,2016-01-04 10:53:00,28.0,,-,76,N/A,30.06,35.1,,5:53 AM,10.0,NW,9.2,320,Atlanta,Georgia,30301
6,Clear,2016-01-04 11:53:00,28.0,,-,79,N/A,30.09,34.0,,6:53 AM,10.0,NW,10.4,320,Atlanta,Georgia,30301
7,Clear,2016-01-04 12:53:00,27.0,,-,78,N/A,30.13,33.1,,7:53 AM,10.0,NW,11.5,310,Atlanta,Georgia,30301
8,Clear,2016-01-04 13:53:00,26.1,,-,70,N/A,30.16,35.1,,8:53 AM,10.0,NW,9.2,320,Atlanta,Georgia,30301
9,Clear,2016-01-04 14:53:00,25.0,,24.2,62,N/A,30.20,37.0,,9:53 AM,10.0,NNW,15.0,330,Atlanta,Georgia,30301
10,Clear,2016-01-04 15:53:00,25.0,,20.7,55,N/A,30.21,39.9,,10:53 AM,10.0,NW,15.0,320,Atlanta,Georgia,30301
11,Clear,2016-01-04 16:53:00,24.1,,-,47,N/A,30.20,43.0,,11:53 AM,10.0,North,15.0,350,Atlanta,Georgia,30301
12,Clear,2016-01-04 17:53:00,21.9,,25.3,42,N/A,30.18,44.1,,12:53 PM,10.0,NNW,11.5,340,Atlanta,Georgia,30301
13,Clear,2016-01-04 18:53:00,21.0,,27.6,39,N/A,30.18,45.0,,1:53 PM,10.0,North,16.1,10,Atlanta,Georgia,30301
14,Clear,2016-01-04 19:53:00,21.0,,-,39,N/A,30.18,45.0,,2:53 PM,10.0,North,18.4,10,Atlanta,Georgia,30301
15,Clear,2016-01-04 20:53:00,21.0,,24.2,40,N/A,30.21,44.1,,3:53 PM,10.0,North,17.3,350,Atlanta,Georgia,30301
16,Clear,2016-01-04 21:53:00,19.9,,-,43,N/A,30.26,41.0,,4:53 PM,10.0,North,15.0,360,Atlanta,Georgia,30301
17,Clear,2016-01-04 22:53:00,19.9,,-,50,N/A,30.29,37.0,,5:53 PM,10.0,North,9.2,350,Atlanta,Georgia,30301
18,Clear,2016-01-04 23:53:00,19.0,,-,52,N/A,30.32,35.1,,6:53 PM,10.0,North,12.7,350,Atlanta,Georgia,30301
19,Clear,2016-01-05 00:53:00,18.0,,-,52,N/A,30.35,34.0,,7:53 PM,10.0,North,10.4,350,Atlanta,Georgia,30301
20,Clear,2016-01-05 01:53:00,18.0,,-,56,N/A,30.38,32.0,,8:53 PM,10.0,North,6.9,10,Atlanta,Georgia,30301
21,Clear,2016-01-05 02:53:00,18.0,,-,59,N/A,30.39,30.9,,9:53 PM,10.0,North,5.8,360,Atlanta,Georgia,30301
0,Clear,2016-01-05 07:53:00,17.1,,-,59,N/A,30.42,30.0,,2:53 AM,10.0,Calm,Calm,0,Atlanta,Georgia,30301
1,Clear,2016-01-05 08:53:00,15.1,,-,56,N/A,30.44,28.9,,3:53 AM,10.0,Calm,Calm,0,Atlanta,Georgia,30301
2,Clear,2016-01-05 09:53:00,15.1,,-,56,N/A,30.46,28.9,,4:53 AM,10.0,East,4.6,80,Atlanta,Georgia,30301
3,Clear,2016-01-05 10:53:00,15.1,,-,56,N/A,30.49,28.9,,5:53 AM,10.0,ENE,5.8,70,Atlanta,Georgia,30301
4,Clear,2016-01-05 11:53:00,15.1,,-,56,N/A,30.51,28.9,,6:53 AM,10.0,East,5.8,80,Atlanta,Georgia,30301
5,Clear,2016-01-05 12:53:00,15.1,,-,58,N/A,30.53,28.0,,7:53 AM,10.0,Variable,3.5,0,Atlanta,Georgia,30301
6,Clear,2016-01-05 13:53:00,16.0,,-,56,N/A,30.56,30.0,,8:53 AM,10.0,East,4.6,100,Atlanta,Georgia,30301
7,Clear,2016-01-05 14:53:00,15.1,,-,48,N/A,30.58,33.1,,9:53 AM,10.0,Variable,5.8,0,Atlanta,Georgia,30301
8,Clear,2016-01-05 15:53:00,12.0,,17.3,37,N/A,30.58,36.0,,10:53 AM,10.0,ENE,10.4,70,Atlanta,Georgia,30301
9,Clear,2016-01-05 16:53:00,10.9,,-,33,N/A,30.56,37.9,,11:53 AM,10.0,ESE,11.5,110,Atlanta,Georgia,30301
10,Clear,2016-01-05 17:53:00,12.0,,-,32,N/A,30.53,39.9,,12:53 PM,10.0,Variable,5.8,0,Atlanta,Georgia,30301
11,Clear,2016-01-05 18:53:00,10.9,,-,29,N/A,30.50,41.0,,1:53 PM,10.0,Variable,6.9,0,Atlanta,Georgia,30301
12,Clear,2016-01-05 19:53:00,10.0,,-,27,N/A,30.47,42.1,,2:53 PM,10.0,Variable,4.6,0,Atlanta,Georgia,30301
13,Clear,2016-01-05 20:53:00,10.0,,-,26,N/A,30.47,43.0,,3:53 PM,10.0,Variable,6.9,0,Atlanta,Georgia,30301
14,Clear,2016-01-05 21:53:00,10.9,,-,28,N/A,30.48,42.1,,4:53 PM,10.0,ENE,8.1,70,Atlanta,Georgia,30301
15,Clear,2016-01-05 22:53:00,10.9,,-,32,N/A,30.50,39.0,,5:53 PM,10.0,East,4.6,100,Atlanta,Georgia,30301
16,Clear,2016-01-05 23:53:00,12.0,,-,36,N/A,30.51,37.0,,6:53 PM,10.0,East,3.5,80,Atlanta,Georgia,30301
17,Clear,2016-01-06 00:53:00,12.9,,-,39,N/A,30.52,36.0,,7:53 PM,10.0,East,4.6,100,Atlanta,Georgia,30301
18,Clear,2016-01-06 01:53:00,12.9,,-,40,N/A,30.53,35.1,,8:53 PM,10.0,Variable,4.6,0,Atlanta,Georgia,30301
19,Clear,2016-01-06 02:53:00,12.9,,-,42,N/A,30.54,34.0,,9:53 PM,10.0,ESE,4.6,110,Atlanta,Georgia,30301
20,Clear,2016-01-06 03:53:00,12.9,,-,43,N/A,30.54,33.1,,10:53 PM,10.0,Variable,4.6,0,Atlanta,Georgia,30301
21,Clear,2016-01-06 04:53:00,12.9,,-,45,N/A,30.54,32.0,,11:53 PM,10.0,Variable,4.6,0,Atlanta,Georgia,30301
0,Clear,2016-01-06 05:53:00,12.9,,-,47,N/A,30.53,30.9,,12:53 AM,10.0,East,5.8,100,Atlanta,Georgia,30301
1,Clear,2016-01-06 06:53:00,12.9,,-,49,N/A,30.52,30.0,,1:53 AM,10.0,Variable,4.6,0,Atlanta,Georgia,30301
2,Clear,2016-01-06 07:53:00,14.0,,-,54,N/A,30.51,28.9,,2:53 AM,10.0,East,4.6,80,Atlanta,Georgia,30301
3,Clear,2016-01-06 08:53:00,14.0,,-,54,N/A,30.51,28.9,,3:53 AM,10.0,Variable,6.9,0,Atlanta,Georgia,30301
4,Clear,2016-01-06 09:53:00,12.9,,-,53,N/A,30.51,28.0,,4:53 AM,10.0,East,5.8,80,Atlanta,Georgia,30301
5,Clear,2016-01-06 10:53:00,12.9,,-,56,N/A,30.51,27.0,,5:53 AM,10.0,East,5.8,90,Atlanta,Georgia,30301
6,Clear,2016-01-06 11:53:00,12.0,,-,53,N/A,30.52,27.0,,6:53 AM,10.0,Variable,3.5,0,Atlanta,Georgia,30301
7,Clear,2016-01-06 12:53:00,10.0,,-,49,N/A,30.52,27.0,,7:53 AM,10.0,Variable,6.9,0,Atlanta,Georgia,30301
8,Clear,2016-01-06 13:53:00,10.9,,17.3,47,N/A,30.53,28.9,,8:53 AM,10.0,ENE,9.2,70,Atlanta,Georgia,30301
9,Clear,2016-01-06 14:53:00,8.1,,19.6,35,N/A,30.53,33.1,,9:53 AM,10.0,ENE,12.7,70,Atlanta,Georgia,30301
10,Clear,2016-01-06 15:53:00,9.0,,-,34,N/A,30.53,35.1,,10:53 AM,10.0,Variable,5.8,0,Atlanta,Georgia,30301
11,Clear,2016-01-06 16:53:00,10.0,,-,30,N/A,30.48,39.0,,11:53 AM,10.0,NE,8.1,40,Atlanta,Georgia,30301
12,Clear,2016-01-06 17:53:00,12.0,,-,31,N/A,30.43,41.0,,12:53 PM,10.0,Variable,5.8,0,Atlanta,Georgia,30301
13,Clear,2016-01-06 18:53:00,14.0,,-,30,N/A,30.39,44.1,,1:53 PM,10.0,Variable,4.6,0,Atlanta,Georgia,30301
