,Conditions,DateUTC,Dew PointF,Events,Gust SpeedMPH,Humidity,PrecipitationIn,Sea Level PressureIn,TemperatureF,TimeMDT,TimeMST,VisibilityMPH,Wind Direction,Wind SpeedMPH,WindDirDegrees,City,State,Zip
0,Clear,2016-01-01 07:53:00,3.9,,-,76,N/A,30.73,10.0,,12:53 AM,10.0,SE,5.8,140,Boise,Idaho,83701
1,Mostly Cloudy,2016-01-01 08:11:00,3.2,,-,79,N/A,30.59,8.6,,1:11 AM,10.0,SE,4.6,140,Boise,Idaho,83701
2,Mostly Cloudy,2016-01-01 08:53:00,5.0,,-,77,N/A,30.72,10.9,,1:53 AM,10.0,SE,6.9,130,Boise,Idaho,83701
3,Scattered Clouds,2016-01-01 09:05:00,5.0,,-,73,N/A,30.59,12.2,,2:05 AM,10.0,SE,8.1,130,Boise,Idaho,83701
4,Mostly Cloudy,2016-01-01 09:31:00,6.8,,-,79,N/A,30.58,12.2,,2:31 AM,10.0,SE,6.9,130,Boise,Idaho,83701
5,Scattered Clouds,2016-01-01 09:53:00,6.1,,-,77,N/A,30.71,12.0,,2:53 AM,10.0,SE,5.8,130,Boise,Idaho,83701
6,Clear,2016-01-01 10:53:00,3.0,,-,77,N/A,30.71,9.0,,3:53 AM,10.0,SE,10.4,130,Boise,Idaho,83701
7,Clear,2016-01-01 11:53:00,3.0,,-,80,N/A,30.70,8.1,,4:53 AM,10.0,ESE,8.1,120,Boise,Idaho,83701
8,Clear,2016-01-01 12:53:00,3.0,,-,77,N/A,30.69,9.0,,5:53 AM,10.0,ESE,6.9,120,Boise,Idaho,83701
9,Clear,2016-01-01 13:53:00,1.0,,-,77,N/A,30.70,7.0,,6:53 AM,10.0,SE,4.6,140,Boise,Idaho,83701
10,Clear,2016-01-01 14:53:00,3.0,,-,84,N/A,30.71,7.0,,7:53 AM,10.0,Calm,Calm,0,Boise,Idaho,83701
11,Clear,2016-01-01 15:53:00,1.0,,-,73,N/A,30.71,8.1,,8:53 AM,10.0,SE,5.8,140,Boise,Idaho,83701
12,Partly Cloudy,2016-01-01 16:53:00,1.9,,-,70,N/A,30.71,10.0,,9:53 AM,10.0,SE,9.2,130,Boise,Idaho,83701
13,Clear,2016-01-01 17:53:00,3.0,,-,67,N/A,30.70,12.0,,10:53 AM,10.0,ESE,9.2,120,Boise,Idaho,83701
14,Clear,2016-01-01 18:53:00,5.0,,-,67,N/A,30.68,14.0,,11:53 AM,10.0,ESE,5.8,110,Boise,Idaho,83701
15,Clear,2016-01-01 19:53:00,5.0,,-,62,N/A,30.64,16.0,,12:53 PM,10.0,SE,4.6,130,Boise,Idaho,83701
16,Clear,2016-01-01 20:53:00,6.1,,-,65,N/A,30.60,16.0,,1:53 PM,10.0,South,4.6,180,Boise,Idaho,83701
17,Clear,2016-01-01 21:53:00,6.1,,-,62,N/A,30.58,17.1,,2:53 PM,10.0,SSW,6.9,210,Boise,Idaho,83701
18,Clear,2016-01-01 22:53:00,5.0,,-,62,N/A,30.58,16.0,,3:53 PM,10.0,SSW,4.6,200,Boise,Idaho,83701
19,Clear,2016-01-01 23:53:00,5.0,,-,64,N/A,30.58,15.1,,4:53 PM,10.0,Calm,Calm,0,Boise,Idaho,83701
20,Clear,2016-01-02 00:53:00,3.0,,-,65,N/A,30.59,12.9,,5:53 PM,10.0,SSE,4.6,160,Boise,Idaho,83701
21,Clear,2016-01-02 01:53:00,1.9,,-,73,N/A,30.59,9.0,,6:53 PM,10.0,SSE,3.5,160,Boise,Idaho,83701
22,Clear,2016-01-02 02:53:00,-0.0,,-,76,N/A,30.58,6.1,,7:53 PM,10.0,SE,3.5,140,Boise,Idaho,83701
23,Clear,2016-01-02 03:53:00,1.0,,-,73,N/A,30.57,8.1,,8:53 PM,10.0,SE,3.5,130,Boise,Idaho,83701
24,Clear,2016-01-02 04:53:00,1.9,,-,80,N/A,30.55,7.0,,9:53 PM,10.0,SE,4.6,130,Boise,Idaho,83701
25,Clear,2016-01-02 05:53:00,1.0,,-,80,N/A,30.55,6.1,,10:53 PM,10.0,Calm,Calm,0,Boise,Idaho,83701
26,Clear,2016-01-02 06:53:00,1.0,,-,84,N/A,30.55,5.0,,11:53 PM,10.0,ESE,3.5,110,Boise,Idaho,83701
0,Clear,2016-01-02 07:53:00,1.0,,-,84,N/A,30.54,5.0,,12:53 AM,10.0,Calm,Calm,0,Boise,Idaho,83701
1,Clear,2016-01-02 08:53:00,1.0,,-,80,N/A,30.53,6.1,,1:53 AM,10.0,SE,3.5,130,Boise,Idaho,83701
2,Clear,2016-01-02 09:53:00,1.0,,-,80,N/A,30.54,6.1,,2:53 AM,10.0,SE,5.8,130,Boise,Idaho,83701
3,Clear,2016-01-02 10:53:00,1.0,,-,77,N/A,30.52,7.0,,3:53 AM,10.0,SSE,9.2,150,Boise,Idaho,83701
4,Clear,2016-01-02 11:53:00,-0.0,,-,80,N/A,30.53,5.0,,4:53 AM,10.0,Calm,Calm,0,Boise,Idaho,83701
5,Clear,2016-01-02 12:53:00,1.0,,-,80,N/A,30.52,6.1,,5:53 AM,10.0,SE,8.1,130,Boise,Idaho,83701
6,Clear,2016-01-02 13:53:00,1.0,,-,80,N/A,30.53,6.1,,6:53 AM,10.0,ESE,4.6,120,Boise,Idaho,83701
7,Partly Cloudy,2016-01-02 14:53:00,-0.0,,-,84,N/A,30.55,3.9,,7:53 AM,10.0,Calm,Calm,0,Boise,Idaho,83701
8,Clear,2016-01-02 15:53:00,1.0,,-,77,N/A,30.54,7.0,,8:53 AM,10.0,ESE,5.8,120,Boise,Idaho,83701
9,Clear,2016-01-02 16:53:00,3.9,,-,76,N/A,30.54,10.0,,9:53 AM,10.0,Calm,Calm,0,Boise,Idaho,83701
10,Clear,2016-01-02 17:53:00,3.9,,-,70,N/A,30.54,12.0,,10:53 AM,10.0,Calm,Calm,0,Boise,Idaho,83701
11,Clear,2016-01-02 18:53:00,3.9,,-,64,N/A,30.52,14.0,,11:53 AM,10.0,SSW,3.5,200,Boise,Idaho,83701
12,Clear,2016-01-02 19:53:00,3.9,,-,61,N/A,30.50,15.1,,12:53 PM,10.0,South,8.1,170,Boise,Idaho,83701
13,Clear,2016-01-02 20:53:00,5.0,,-,59,N/A,30.45,17.1,,1:53 PM,10.0,SSE,6.9,150,Boise,Idaho,83701
14,Clear,2016-01-02 21:53:00,5.0,,-,57,N/A,30.44,18.0,,2:53 PM,10.0,SE,10.4,140,Boise,Idaho,83701
15,Clear,2016-01-02 22:53:00,6.1,,-,57,N/A,30.42,19.0,,3:53 PM,10.0,SE,5.8,130,Boise,Idaho,83701
16,Clear,2016-01-02 23:53:00,6.1,,-,60,N/A,30.42,18.0,,4:53 PM,10.0,SE,6.9,130,Boise,Idaho,83701
17,Clear,2016-01-03 00:53:00,6.1,,-,65,N/A,30.41,16.0,,5:53 PM,10.0,ESE,5.8,120,Boise,Idaho,83701
18,Clear,2016-01-03 01:53:00,6.1,,-,68,N/A,30.40,15.1,,6:53 PM,10.0,SSE,4.6,150,Boise,Idaho,83701
19,Clear,2016-01-03 02:53:00,7.0,,-,77,N/A,30.40,12.9,,7:53 PM,10.0,WNW,4.6,300,Boise,Idaho,83701
20,Overcast,2016-01-03 03:53:00,8.1,,-,84,N/A,30.40,12.0,,8:53 PM,6.0,NW,3.5,320,Boise,Idaho,83701
21,Mostly Cloudy,2016-01-03 04:53:00,8.1,,-,84,N/A,30.39,12.0,,9:53 PM,6.0,Calm,Calm,0,Boise,Idaho,83701
22,Haze,2016-01-03 05:53:00,9.0,,-,80,N/A,30.39,14.0,,10:53 PM,6.0,NNE,3.5,20,Boise,Idaho,83701
23,Haze,2016-01-03 06:53:00,10.0,,-,80,N/A,30.37,15.1,,11:53 PM,6.0,Calm,Calm,0,Boise,Idaho,83701
0,Haze,2016-01-03 07:53:00,10.9,,-,81,N/A,30.34,16.0,,12:53 AM,6.0,Calm,Calm,0,Boise,Idaho,83701
1,Haze,2016-01-03 08:53:00,10.0,,-,80,N/A,30.33,15.1,,1:53 AM,6.0,West,8.1,280,Boise,Idaho,83701
2,Overcast,2016-01-03 09:53:00,10.0,,-,88,N/A,30.33,12.9,,2:53 AM,6.0,Calm,Calm,0,Boise,Idaho,83701
3,Overcast,2016-01-03 10:53:00,10.0,,-,80,N/A,30.33,15.1,,3:53 AM,7.0,West,3.5,270,Boise,Idaho,83701
4,Overcast,2016-01-03 11:53:00,10.0,,-,84,N/A,30.32,14.0,,4:53 AM,7.0,NW,3.5,310,Boise,Idaho,83701
5,Overcast,2016-01-03 12:53:00,10.0,,-,80,N/A,30.31,15.1,,5:53 AM,7.0,Calm,Calm,0,Boise,Idaho,83701
6,Overcast,2016-01-03 13:53:00,10.9,,-,77,N/A,30.30,17.1,,6:53 AM,7.0,Calm,Calm,0,Boise,Idaho,83701
7,Overcast,2016-01-03 14:53:00,10.9,,-,81,N/A,30.29,16.0,,7:53 AM,8.0,Calm,Calm,0,Boise,Idaho,83701
8,Overcast,2016-01-03 15:53:00,12.0,,-,81,N/A,30.30,17.1,,8:53 AM,7.0,Calm,Calm,0,Boise,Idaho,83701
9,Overcast,2016-01-03 16:53:00,12.9,,-,81,N/A,30.30,18.0,,9:53 AM,7.0,WSW,5.8,250,Boise,Idaho,83701
10,Mostly Cloudy,2016-01-03 17:53:00,14.0,,-,78,N/A,30.31,19.9,,10:53 AM,7.0,NW,3.5,320,Boise,Idaho,83701
11,Overcast,2016-01-03 18:53:00,14.0,,-,72,N/A,30.29,21.9,,11:53 AM,7.0,Calm,Calm,0,Boise,Idaho,83701
12,Partly Cloudy,2016-01-03 19:53:00,16.0,,-,66,N/A,30.25,26.1,,12:53 PM,8.0,Calm,Calm,0,Boise,Idaho,83701
13,Clear,2016-01-03 20:53:00,18.0,,-,66,N/A,30.22,28.0,,1:53 PM,8.0,WNW,4.6,290,Boise,Idaho,83701
14,Partly Cloudy,2016-01-03 21:53:00,18.0,,-,66,N/A,30.19,28.0,,2:53 PM,9.0,WNW,4.6,290,Boise,Idaho,83701
15,Scattered Clouds,2016-01-03 22:53:00,18.0,,-,69,N/A,30.19,27.0,,3:53 PM,9.0,WNW,3.5,300,Boise,Idaho,83701
16,Partly Cloudy,2016-01-03 23:53:00,18.0,,-,71,N/A,30.20,26.1,,4:53 PM,9.0,WNW,3.5,300,Boise,Idaho,83701
17,Overcast,2016-01-04 00:53:00,18.0,,-,71,N/A,30.19,26.1,,5:53 PM,10.0,Calm,Calm,0,Boise,Idaho,83701
18,Overcast,2016-01-04 01:53:00,19.9,,-,81,N/A,30.19,25.0,,6:53 PM,9.0,Calm,Calm,0,Boise,Idaho,83701
19,Overcast,2016-01-04 02:53:00,21.0,,-,75,N/A,30.17,28.0,,7:53 PM,9.0,ESE,4.6,110,Boise,Idaho,83701
20,Overcast,2016-01-04 03:53:00,25.0,,-,72,N/A,30.12,33.1,,8:53 PM,10.0,SSE,10.4,160,Boise,Idaho,83701
21,Overcast,2016-01-04 04:53:00,26.1,,-,73,N/A,30.11,34.0,,9:53 PM,10.0,SSE,8.1,160,Boise,Idaho,83701
22,Overcast,2016-01-04 05:53:00,24.1,,-,70,N/A,30.09,33.1,,10:53 PM,10.0,South,9.2,170,Boise,Idaho,83701
23,Overcast,2016-01-04 06:53:00,24.1,,-,76,N/A,30.08,30.9,,11:53 PM,10.0,SE,9.2,140,Boise,Idaho,83701
0,Overcast,2016-01-04 07:53:00,23.0,,-,72,N/A,30.05,30.9,,12:53 AM,10.0,SE,8.1,140,Boise,Idaho,83701
1,Partly Cloudy,2016-01-04 08:53:00,23.0,,-,72,N/A,30.03,30.9,,1:53 AM,10.0,SSE,8.1,150,Boise,Idaho,83701
2,Overcast,2016-01-04 09:53:00,23.0,,-,75,N/A,30.04,30.0,,2:53 AM,10.0,South,5.8,170,Boise,Idaho,83701
3,Overcast,2016-01-04 10:53:00,24.1,,-,82,N/A,30.03,28.9,,3:53 AM,10.0,Calm,Calm,0,Boise,Idaho,83701
4,Overcast,2016-01-04 11:53:00,21.0,,-,81,N/A,30.02,26.1,,4:53 AM,10.0,Calm,Calm,0,Boise,Idaho,83701
5,Partly Cloudy,2016-01-04 12:53:00,21.9,,-,84,N/A,30.01,26.1,,5:53 AM,9.0,Calm,Calm,0,Boise,Idaho,83701
6,Clear,2016-01-04 13:53:00,21.9,,-,81,N/A,30.02,27.0,,6:53 AM,9.0,NE,3.5,50,Boise,Idaho,83701
7,Mostly Cloudy,2016-01-04 14:53:00,21.9,,-,84,N/A,30.01,26.1,,7:53 AM,10.0,Calm,Calm,0,Boise,Idaho,83701
8,Scattered Clouds,2016-01-04 15:53:00,23.0,,-,85,N/A,29.99,27.0,,8:53 AM,10.0,Calm,Calm,0,Boise,Idaho,83701
9,Overcast,2016-01-04 16:53:00,24.1,,-,82,N/A,29.98,28.9,,9:53 AM,10.0,Calm,Calm,0,Boise,Idaho,83701
10,Overcast,2016-01-04 17:53:00,25.0,,-,75,N/A,29.98,32.0,,10:53 AM,10.0,Variable,3.5,0,Boise,Idaho,83701
11,Overcast,2016-01-04 18:53:00,25.0,,-,70,N/A,29.96,34.0,,11:53 AM,10.0,Calm,Calm,0,Boise,Idaho,83701
12,Overcast,2016-01-04 19:53:00,24.1,,-,59,N/A,29.93,37.0,,12:53 PM,10.0,Calm,Calm,0,Boise,Idaho,83701
13,Overcast,2016-01-04 20:53:00,24.1,,-,59,N/A,29.89,37.0,,1:53 PM,10.0,Calm,Calm,0,Boise,Idaho,83701
14,Overcast,2016-01-04 21:53:00,25.0,,-,62,N/A,29.86,37.0,,2:53 PM,10.0,Calm,Calm,0,Boise,Idaho,83701
15,Mostly Cloudy,2016-01-04 22:53:00,25.0,,-,60,N/A,29.86,37.9,,3:53 PM,10.0,Calm,Calm,0,Boise,Idaho,83701
16,Mostly Cloudy,2016-01-04 23:53:00,27.0,,-,78,N/A,29.86,33.1,,4:53 PM,10.0,WNW,4.6,300,Boise,Idaho,83701
17,Partly Cloudy,2016-01-05 00:53:00,26.1,,-,82,N/A,29.87,30.9,,5:53 PM,9.0,Calm,Calm,0,Boise,Idaho,83701
18,Overcast,2016-01-05 01:53:00,26.1,,-,85,N/A,29.87,30.0,,6:53 PM,8.0,Calm,Calm,0,Boise,Idaho,83701
19,Overcast,2016-01-05 02:53:00,25.0,,-,85,N/A,29.86,28.9,,7:53 PM,7.0,Calm,Calm,0,Boise,Idaho,83701
0,Overcast,2016-01-05 07:53:00,24.1,,-,92,N/A,29.84,26.1,,12:53 AM,5.0,Calm,Calm,0,Boise,Idaho,83701
1,Overcast,2016-01-05 08:53:00,25.0,,-,85,N/A,29.83,28.9,,1:53 AM,7.0,Calm,Calm,0,Boise,Idaho,83701
2,Overcast,2016-01-05 09:53:00,27.0,,-,88,N/A,29.82,30.0,,2:53 AM,7.0,ESE,4.6,120,Boise,Idaho,83701
3,Overcast,2016-01-05 10:53:00,28.0,,-,89,N/A,29.82,30.9,,3:53 AM,7.0,North,4.6,10,Boise,Idaho,83701
4,Overcast,2016-01-05 11:53:00,28.9,,-,88,0.00,29.82,32.0,,4:53 AM,6.0,ENE,5.8,60,Boise,Idaho,83701
5,Overcast,2016-01-05 12:53:00,28.9,,-,88,0.00,29.81,32.0,,5:53 AM,8.0,West,5.8,260,Boise,Idaho,83701
6,Scattered Clouds,2016-01-05 13:53:00,27.0,,-,96,N/A,29.81,28.0,,6:53 AM,7.0,Calm,Calm,0,Boise,Idaho,83701
7,Overcast,2016-01-05 14:53:00,28.0,,-,96,N/A,29.82,28.9,,7:53 AM,5.0,Calm,Calm,0,Boise,Idaho,83701
8,Overcast,2016-01-05 15:53:00,28.0,,-,96,N/A,29.83,28.9,,8:53 AM,4.0,Calm,Calm,0,Boise,Idaho,83701
9,Overcast,2016-01-05 16:53:00,30.0,,-,89,N/A,29.83,33.1,,9:53 AM,6.0,East,4.6,80,Boise,Idaho,83701
10,Light Rain,2016-01-05 17:53:00,30.9,Rain,-,85,0.00,29.83,35.1,,10:53 AM,8.0,Calm,Calm,0,Boise,Idaho,83701
11,Overcast,2016-01-05 18:53:00,33.1,,-,83,0.00,29.80,37.9,,11:53 AM,7.0,Calm,Calm,0,Boise,Idaho,83701
12,Overcast,2016-01-05 19:53:00,35.1,,-,86,N/A,29.77,39.0,,12:53 PM,9.0,Calm,Calm,0,Boise,Idaho,83701
13,Overcast,2016-01-05 20:53:00,34.0,,-,82,N/A,29.75,39.0,,1:53 PM,10.0,NW,6.9,310,Boise,Idaho,83701
14,Mostly Cloudy,2016-01-05 21:53:00,34.0,,-,82,N/A,29.74,39.0,,2:53 PM,9.0,NNW,4.6,330,Boise,Idaho,83701
15,Clear,2016-01-05 22:53:00,34.0,,-,82,N/A,29.74,39.0,,3:53 PM,10.0,Calm,Calm,0,Boise,Idaho,83701
16,Clear,2016-01-05 23:53:00,33.1,,-,86,N/A,29.74,37.0,,4:53 PM,10.0,NNW,3.5,330,Boise,Idaho,83701
17,Clear,2016-01-06 00:53:00,32.0,,-,86,N/A,29.75,36.0,,5:53 PM,9.0,Calm,Calm,0,Boise,Idaho,83701
18,Scattered Clouds,2016-01-06 01:53:00,32.0,,-,92,N/A,29.77,34.0,,6:53 PM,8.0,Calm,Calm,0,Boise,Idaho,83701
19,Mostly Cloudy,2016-01-06 02:53:00,32.0,,-,92,N/A,29.75,34.0,,7:53 PM,7.0,ESE,3.5,120,Boise,Idaho,83701
20,Overcast,2016-01-06 03:53:00,32.0,,-,92,N/A,29.76,34.0,,8:53 PM,9.0,Calm,Calm,0,Boise,Idaho,83701
21,Overcast,2016-01-06 04:53:00,32.0,,-,92,N/A,29.76,34.0,,9:53 PM,7.0,Calm,Calm,0,Boise,Idaho,83701
22,Overcast,2016-01-06 05:53:00,32.0,,-,92,N/A,29.75,34.0,,10:53 PM,8.0,ESE,3.5,110,Boise,Idaho,83701
23,Mostly Cloudy,2016-01-06 06:53:00,32.0,,-,92,N/A,29.74,34.0,,11:53 PM,8.0,Calm,Calm,0,Boise,Idaho,83701
0,Overcast,2016-01-06 07:53:00,33.1,,-,89,N/A,29.73,36.0,,12:53 AM,10.0,Calm,Calm,0,Boise,Idaho,83701
1,Overcast,2016-01-06 08:53:00,32.0,,-,92,N/A,29.73,34.0,,1:53 AM,6.0,WNW,3.5,290,Boise,Idaho,83701
2,Overcast,2016-01-06 09:53:00,32.0,,-,92,N/A,29.74,34.0,,2:53 AM,5.0,West,3.5,270,Boise,Idaho,83701
3,Overcast,2016-01-06 10:53:00,32.0,,-,92,N/A,29.75,34.0,,3:53 AM,6.0,Calm,Calm,0,Boise,Idaho,83701
4,Overcast,2016-01-06 11:53:00,32.0,,-,92,0.00,29.76,34.0,,4:53 AM,6.0,Calm,Calm,0,Boise,Idaho,83701
5,Light Rain,2016-01-06 12:53:00,33.1,Rain,-,92,0.00,29.76,35.1,,5:53 AM,5.0,NNE,3.5,20,Boise,Idaho,83701
6,Light Rain,2016-01-06 13:15:00,33.8,Rain,-,93,0.01,29.73,35.6,,6:15 AM,6.0,Calm,Calm,0,Boise,Idaho,83701
7,Light Rain,2016-01-06 13:53:00,33.1,Rain,-,96,0.02,29.77,34.0,,6:53 AM,5.0,ESE,3.5,110,Boise,Idaho,83701
8,Light Rain,2016-01-06 14:32:00,33.8,Rain,-,100,0.02,29.72,33.8,,7:32 AM,4.0,East,5.8,90,Boise,Idaho,83701
9,Light Rain,2016-01-06 14:53:00,34.0,Rain,-,96,0.02,29.75,35.1,,7:53 AM,5.0,East,4.6,100,Boise,Idaho,83701
10,Overcast,2016-01-06 15:53:00,34.0,,-,96,0.00,29.76,35.1,,8:53 AM,5.0,West,4.6,280,Boise,Idaho,83701
11,Overcast,2016-01-06 16:07:00,35.6,,-,100,N/A,29.72,35.6,,9:07 AM,10.0,SE,6.9,140,Boise,Idaho,83701
12,Overcast,2016-01-06 16:29:00,35.6,,-,93,0.00,29.72,37.4,,9:29 AM,10.0,SE,5.8,130,Boise,Idaho,83701
13,Overcast,2016-01-06 16:53:00,35.1,,-,93,0.00,29.75,37.0,,9:53 AM,10.0,ESE,6.9,120,Boise,Idaho,83701
14,Overcast,2016-01-06 17:53:00,36.0,,-,93,N/A,29.77,37.9,,10:53 AM,10.0,SW,8.1,230,Boise,Idaho,83701
15,Overcast,2016-01-06 18:49:00,37.4,,-,93,N/A,29.73,39.2,,11:49 AM,10.0,NNW,4.6,330,Boise,Idaho,83701
16,Overcast,2016-01-06 18:53:00,36.0,,-,89,N/A,29.76,39.0,,11:53 AM,10.0,NW,5.8,310,Boise,Idaho,83701
17,Overcast,2016-01-06 19:30:00,35.6,,-,93,N/A,29.72,37.4,,12:30 PM,2.0,NNE,5.8,30,Boise,Idaho,83701
18,Overcast,2016-01-06 19:40:00,35.6,,-,93,N/A,29.71,37.4,,12:40 PM,2.0,NNE,5.8,30,Boise,Idaho,83701
19,Overcast,2016-01-06 19:53:00,36.0,,-,93,N/A,29.74,37.9,,12:53 PM,2.0,NE,6.9,50,Boise,Idaho,83701
20,Overcast,2016-01-06 20:00:00,35.6,,-,93,N/A,29.70,37.4,,1:00 PM,3.0,NE,6.9,40,Boise,Idaho,83701
21,Overcast,2016-01-06 20:13:00,37.4,,-,93,N/A,29.70,39.2,,1:13 PM,5.0,NE,5.8,40,Boise,Idaho,83701
22,Overcast,2016-01-06 20:51:00,37.4,,-,81,N/A,29.69,42.8,,1:51 PM,8.0,Calm,Calm,0,Boise,Idaho,83701
23,Overcast,2016-01-06 20:53:00,37.9,,-,85,N/A,29.72,42.1,,1:53 PM,9.0,Calm,Calm,0,Boise,Idaho,83701
24,Overcast,2016-01-06 21:11:00,37.4,,-,87,N/A,29.69,41.0,,2:11 PM,10.0,Calm,Calm,0,Boise,Idaho,83701
25,Overcast,2016-01-06 21:53:00,37.0,,-,82,N/A,29.72,42.1,,2:53 PM,10.0,Calm,Calm,0,Boise,Idaho,83701
26,Overcast,2016-01-06 22:32:00,37.4,,-,81,N/A,29.70,42.8,,3:32 PM,10.0,East,3.5,90,Boise,Idaho,83701
27,Overcast,2016-01-06 22:53:00,37.0,,-,82,N/A,29.73,42.1,,3:53 PM,10.0,East,3.5,100,Boise,Idaho,83701
28,Overcast,2016-01-06 23:53:00,37.0,,-,86,N/A,29.74,41.0,,4:53 PM,10.0,Calm,Calm,0,Boise,Idaho,83701
29,Overcast,2016-01-07 00:53:00,36.0,,-,93,N/A,29.75,37.9,,5:53 PM,7.0,West,5.8,260,Boise,Idaho,83701
30,Overcast,2016-01-07 01:12:00,33.8,,-,93,N/A,29.72,35.6,,6:12 PM,5.0,WNW,6.9,290,Boise,Idaho,83701
31,Overcast,2016-01-07 01:53:00,33.1,,-,92,N/A,29.75,35.1,,6:53 PM,5.0,WNW,5.8,300,Boise,Idaho,83701
32,Overcast,2016-01-07 02:11:00,33.8,,-,93,N/A,29.72,35.6,,7:11 PM,5.0,West,4.6,270,Boise,Idaho,83701
33,Overcast,2016-01-07 02:25:00,33.8,,-,93,N/A,29.72,35.6,,7:25 PM,4.0,West,3.5,260,Boise,Idaho,83701
34,Overcast,2016-01-07 02:35:00,33.8,,-,93,N/A,29.72,35.6,,7:35 PM,4.0,West,4.6,260,Boise,Idaho,83701
35,Overcast,2016-01-07 02:53:00,33.1,,-,96,N/A,29.75,34.0,,7:53 PM,4.0,Calm,Calm,0,Boise,Idaho,83701
36,Overcast,2016-01-07 03:08:00,33.8,,-,100,N/A,29.72,33.8,,8:08 PM,4.0,Calm,Calm,0,Boise,Idaho,83701
37,Overcast,2016-01-07 03:24:00,33.8,,-,100,N/A,29.72,33.8,,8:24 PM,4.0,Calm,Calm,0,Boise,Idaho,83701
38,Overcast,2016-01-07 03:53:00,33.1,,-,96,N/A,29.77,34.0,,8:53 PM,4.0,Calm,Calm,0,Boise,Idaho,83701
39,Overcast,2016-01-07 04:53:00,33.1,,-,96,N/A,29.77,34.0,,9:53 PM,3.0,West,3.5,270,Boise,Idaho,83701
40,Overcast,2016-01-07 05:14:00,33.8,,-,100,N/A,29.74,33.8,,10:14 PM,1.0,WNW,3.5,300,Boise,Idaho,83701
41,Overcast,2016-01-07 05:53:00,33.1,,-,96,N/A,29.78,34.0,,10:53 PM,1.0,NW,3.5,310,Boise,Idaho,83701
42,Overcast,2016-01-07 06:00:00,33.8,,-,100,N/A,29.75,33.8,,11:00 PM,1.0,Calm,Calm,0,Boise,Idaho,83701
43,Overcast,2016-01-07 06:20:00,33.8,,-,100,N/A,29.75,33.8,,11:20 PM,1.0,Calm,Calm,0,Boise,Idaho,83701
44,Overcast,2016-01-07 06:53:00,33.1,,-,96,N/A,29.78,34.0,,11:53 PM,2.5,NNW,3.5,340,Boise,Idaho,83701
0,Overcast,2016-01-07 07:04:00,33.8,,-,100,N/A,29.75,33.8,,12:04 AM,3.0,Calm,Calm,0,Boise,Idaho,83701
1,Overcast,2016-01-07 07:27:00,33.8,,-,100,N/A,29.75,33.8,,12:27 AM,2.5,Calm,Calm,0,Boise,Idaho,83701
2,Overcast,2016-01-07 07:53:00,33.1,,-,96,N/A,29.79,34.0,,12:53 AM,2.5,Calm,Calm,0,Boise,Idaho,83701
3,Overcast,2016-01-07 08:16:00,32.0,,-,93,N/A,29.75,33.8,,1:16 AM,2.0,Calm,Calm,0,Boise,Idaho,83701
4,Overcast,2016-01-07 08:53:00,33.1,,-,96,N/A,29.78,34.0,,1:53 AM,2.0,Calm,Calm,0,Boise,Idaho,83701
5,Overcast,2016-01-07 09:00:00,33.8,,-,100,N/A,29.75,33.8,,2:00 AM,1.2,WSW,3.5,250,Boise,Idaho,83701
6,Fog,2016-01-07 09:13:00,33.8,Fog,-,100,N/A,29.76,33.8,,2:13 AM,0.5,West,4.6,270,Boise,Idaho,83701
7,Fog,2016-01-07 09:26:00,33.8,Fog,-,100,N/A,29.75,33.8,,2:26 AM,0.5,West,4.6,280,Boise,Idaho,83701
8,Fog,2016-01-07 09:34:00,33.8,Fog,-,100,N/A,29.76,33.8,,2:34 AM,0.5,WNW,4.6,290,Boise,Idaho,83701
9,Fog,2016-01-07 09:53:00,33.1,Fog,-,100,N/A,29.78,33.1,,2:53 AM,0.5,NNW,6.9,330,Boise,Idaho,83701
10,Mist,2016-01-07 10:17:00,33.8,,-,100,N/A,29.76,33.8,,3:17 AM,1.0,Calm,Calm,0,Boise,Idaho,83701
11,Mist,2016-01-07 10:49:00,33.8,,-,100,N/A,29.77,33.8,,3:49 AM,0.8,Calm,Calm,0,Boise,Idaho,83701
12,Fog,2016-01-07 10:53:00,33.1,Fog,-,100,N/A,29.80,33.1,,3:53 AM,0.5,Calm,Calm,0,Boise,Idaho,83701
13,Fog,2016-01-07 11:14:00,33.8,Fog,-,100,N/A,29.77,33.8,,4:14 AM,0.2,North,3.5,350,Boise,Idaho,83701
14,Fog,2016-01-07 11:53:00,33.1,Fog,-,100,N/A,29.80,33.1,,4:53 AM,0.2,Calm,Calm,0,Boise,Idaho,83701
15,Fog,2016-01-07 12:10:00,33.8,Fog,-,100,N/A,29.76,33.8,,5:10 AM,0.2,NW,3.5,310,Boise,Idaho,83701
16,Fog,2016-01-07 12:53:00,33.1,Fog,-,100,N/A,29.81,33.1,,5:53 AM,0.2,WNW,3.5,290,Boise,Idaho,83701
17,Fog,2016-01-07 13:35:00,33.8,Fog,-,100,N/A,29.79,33.8,,6:35 AM,0.2,NW,4.6,310,Boise,Idaho,83701
18,Fog,2016-01-07 13:51:00,33.8,Fog,-,100,N/A,29.79,33.8,,6:51 AM,0.5,NW,4.6,310,Boise,Idaho,83701
19,Fog,2016-01-07 13:53:00,33.1,Fog,-,100,N/A,29.83,33.1,,6:53 AM,0.5,NW,5.8,310,Boise,Idaho,83701
