,Conditions,DateUTC,Dew PointF,Events,Gust SpeedMPH,Humidity,PrecipitationIn,Sea Level PressureIn,TemperatureF,TimeMDT,TimeMST,VisibilityMPH,Wind Direction,Wind SpeedMPH,WindDirDegrees,City,State,Zip
18,Clear,2016-05-23 00:53:00,34.0,,-,39,N/A,29.90,59.0,6:53 PM,,10.0,SSW,9.2,210,Boise,Idaho,83701
19,Mostly Cloudy,2016-05-23 01:53:00,35.1,,-,41,N/A,29.89,59.0,7:53 PM,,10.0,South,8.1,190,Boise,Idaho,83701
20,Clear,2016-05-23 02:53:00,35.1,,-,44,N/A,29.89,57.0,8:53 PM,,10.0,South,4.6,180,Boise,Idaho,83701
21,Clear,2016-05-23 03:53:00,36.0,,-,52,N/A,29.91,53.1,9:53 PM,,10.0,SE,6.9,130,Boise,Idaho,83701
22,Clear,2016-05-23 04:53:00,36.0,,-,54,N/A,29.91,52.0,10:53 PM,,10.0,SE,8.1,130,Boise,Idaho,83701
23,Clear,2016-05-23 05:53:00,36.0,,-,54,N/A,29.90,52.0,11:53 PM,,10.0,ESE,6.9,120,Boise,Idaho,83701
0,Clear,2016-05-23 06:53:00,37.9,,-,66,N/A,29.91,48.9,12:53 AM,,10.0,ESE,6.9,110,Boise,Idaho,83701
1,Clear,2016-05-23 07:53:00,37.9,,-,71,N/A,29.90,46.9,1:53 AM,,10.0,SE,5.8,140,Boise,Idaho,83701
2,Clear,2016-05-23 08:53:00,37.9,,-,71,N/A,29.89,46.9,2:53 AM,,10.0,SE,6.9,130,Boise,Idaho,83701
3,Clear,2016-05-23 09:53:00,37.9,,-,73,N/A,29.88,46.0,3:53 AM,,10.0,SE,10.4,140,Boise,Idaho,83701
4,Clear,2016-05-23 10:53:00,37.9,,-,73,N/A,29.88,46.0,4:53 AM,,10.0,SE,9.2,130,Boise,Idaho,83701
5,Clear,2016-05-23 11:53:00,37.0,,-,74,N/A,29.89,45.0,5:53 AM,,10.0,SE,10.4,140,Boise,Idaho,83701
6,Clear,2016-05-23 12:53:00,37.0,,-,74,N/A,29.90,45.0,6:53 AM,,10.0,SE,9.2,140,Boise,Idaho,83701
7,Clear,2016-05-23 13:53:00,37.9,,-,66,N/A,29.89,48.9,7:53 AM,,10.0,SE,9.2,140,Boise,Idaho,83701
8,Clear,2016-05-23 14:53:00,37.0,,-,53,N/A,29.89,54.0,8:53 AM,,10.0,SE,8.1,140,Boise,Idaho,83701
9,Clear,2016-05-23 15:53:00,37.0,,-,47,N/A,29.89,57.0,9:53 AM,,10.0,East,4.6,100,Boise,Idaho,83701
10,Clear,2016-05-23 16:53:00,36.0,,-,41,N/A,29.88,60.1,10:53 AM,,10.0,West,5.8,270,Boise,Idaho,83701
11,Unknown,2016-05-23 17:53:00,36.0,,-,38,N/A,29.90,62.1,11:53 AM,,-9999.0,North,4.6,350,Boise,Idaho,83701
12,Unknown,2016-05-23 18:53:00,34.0,,-,33,N/A,29.88,64.0,12:53 PM,,10.0,Calm,Calm,0,Boise,Idaho,83701
13,Clear,2016-05-23 19:53:00,30.0,,-,26,N/A,29.86,66.0,1:53 PM,,10.0,West,9.2,260,Boise,Idaho,83701
14,Partly Cloudy,2016-05-23 20:53:00,30.9,,-,26,N/A,29.85,66.9,2:53 PM,,10.0,SW,9.2,230,Boise,Idaho,83701
15,Scattered Clouds,2016-05-23 21:53:00,32.0,,-,25,N/A,29.84,69.1,3:53 PM,,10.0,North,-9999.0,0,Boise,Idaho,83701
16,Clear,2016-05-23 22:53:00,32.0,,-,28,N/A,29.82,66.0,4:53 PM,,10.0,Calm,Calm,0,Boise,Idaho,83701
17,Clear,2016-05-23 23:53:00,30.9,,-,25,N/A,29.81,68.0,5:53 PM,,10.0,WSW,5.8,240,Boise,Idaho,83701
18,Clear,2016-05-24 00:53:00,32.0,,-,26,N/A,29.80,68.0,6:53 PM,,10.0,NNW,6.9,330,Boise,Idaho,83701
19,Clear,2016-05-24 01:53:00,33.1,,-,28,N/A,29.79,66.9,7:53 PM,,10.0,NW,8.1,320,Boise,Idaho,83701
20,Partly Cloudy,2016-05-24 02:53:00,32.0,,-,30,N/A,29.80,64.0,8:53 PM,,10.0,NW,6.9,320,Boise,Idaho,83701
21,Overcast,2016-05-24 03:53:00,33.1,,-,34,N/A,29.81,62.1,9:53 PM,,10.0,NNW,4.6,330,Boise,Idaho,83701
22,Overcast,2016-05-24 04:53:00,35.1,,-,41,N/A,29.82,59.0,10:53 PM,,10.0,North,5.8,360,Boise,Idaho,83701
23,Partly Cloudy,2016-05-24 05:53:00,35.1,,-,42,N/A,29.82,57.9,11:53 PM,,10.0,Calm,Calm,0,Boise,Idaho,83701
0,Mostly Cloudy,2016-05-24 06:53:00,36.0,,-,49,N/A,29.79,55.0,12:53 AM,,10.0,SE,3.5,140,Boise,Idaho,83701
1,Partly Cloudy,2016-05-24 07:53:00,39.0,,-,59,N/A,29.78,53.1,1:53 AM,,10.0,Calm,Calm,0,Boise,Idaho,83701
2,Clear,2016-05-24 08:53:00,37.0,,-,61,N/A,29.79,50.0,2:53 AM,,10.0,Calm,Calm,0,Boise,Idaho,83701
3,Clear,2016-05-24 09:53:00,37.9,,-,71,N/A,29.80,46.9,3:53 AM,,10.0,SSW,3.5,210,Boise,Idaho,83701
4,Clear,2016-05-24 10:53:00,39.0,,-,74,N/A,29.81,46.9,4:53 AM,,10.0,South,3.5,170,Boise,Idaho,83701
5,Clear,2016-05-24 11:53:00,37.0,,-,74,N/A,29.81,45.0,5:53 AM,,10.0,SSW,3.5,210,Boise,Idaho,83701
6,Clear,2016-05-24 12:53:00,39.9,,-,77,N/A,29.81,46.9,6:53 AM,,10.0,SW,3.5,220,Boise,Idaho,83701
7,Partly Cloudy,2016-05-24 13:53:00,41.0,,-,74,N/A,29.83,48.9,7:53 AM,,10.0,SW,3.5,230,Boise,Idaho,83701
8,Partly Cloudy,2016-05-24 14:53:00,41.0,,-,66,N/A,29.83,52.0,8:53 AM,,10.0,West,6.9,270,Boise,Idaho,83701
9,Scattered Clouds,2016-05-24 15:53:00,39.9,,-,55,N/A,29.83,55.9,9:53 AM,,10.0,Variable,4.6,0,Boise,Idaho,83701
10,Scattered Clouds,2016-05-24 16:53:00,41.0,,-,49,N/A,29.82,60.1,10:53 AM,,10.0,WNW,6.9,290,Boise,Idaho,83701
11,Mostly Cloudy,2016-05-24 17:53:00,41.0,,-,46,N/A,29.81,62.1,11:53 AM,,10.0,West,11.5,270,Boise,Idaho,83701
12,Clear,2016-05-24 18:53:00,39.9,,19.6,37,N/A,29.79,66.9,12:53 PM,,10.0,NW,12.7,310,Boise,Idaho,83701
13,Partly Cloudy,2016-05-24 19:53:00,36.0,,19.6,30,N/A,29.79,69.1,1:53 PM,,10.0,NW,12.7,310,Boise,Idaho,83701
14,Partly Cloudy,2016-05-24 20:53:00,33.1,,23.0,25,N/A,29.78,71.1,2:53 PM,,10.0,West,11.5,280,Boise,Idaho,83701
15,Partly Cloudy,2016-05-24 21:53:00,32.0,,19.6,24,N/A,29.78,71.1,3:53 PM,,10.0,WNW,9.2,300,Boise,Idaho,83701
16,Clear,2016-05-24 22:53:00,30.0,,19.6,21,N/A,29.77,72.0,4:53 PM,,10.0,NNW,10.4,330,Boise,Idaho,83701
17,Clear,2016-05-24 23:53:00,28.0,,21.9,20,N/A,29.77,71.1,5:53 PM,,10.0,NW,11.5,310,Boise,Idaho,83701
18,Partly Cloudy,2016-05-25 00:53:00,30.0,,-,22,N/A,29.77,71.1,6:53 PM,,10.0,WNW,17.3,300,Boise,Idaho,83701
19,Partly Cloudy,2016-05-25 01:53:00,32.0,,-,26,N/A,29.78,68.0,7:53 PM,,10.0,NW,18.4,310,Boise,Idaho,83701
20,Overcast,2016-05-25 02:53:00,33.1,,-,28,N/A,29.79,66.9,8:53 PM,,10.0,WNW,15.0,300,Boise,Idaho,83701
21,Overcast,2016-05-25 03:53:00,35.1,,-,34,N/A,29.81,64.0,9:53 PM,,10.0,NW,10.4,310,Boise,Idaho,83701
22,Overcast,2016-05-25 04:53:00,36.0,,-,38,N/A,29.82,62.1,10:53 PM,,10.0,NNW,6.9,330,Boise,Idaho,83701
23,Partly Cloudy,2016-05-25 05:53:00,37.9,,-,44,N/A,29.83,60.1,11:53 PM,,10.0,West,5.8,280,Boise,Idaho,83701
0,Mostly Cloudy,2016-05-25 06:53:00,37.9,,-,46,N/A,29.83,59.0,12:53 AM,,10.0,WNW,8.1,300,Boise,Idaho,83701
1,Mostly Cloudy,2016-05-25 07:53:00,39.0,,-,57,N/A,29.86,54.0,1:53 AM,,10.0,Calm,Calm,0,Boise,Idaho,83701
2,Scattered Clouds,2016-05-25 08:53:00,41.0,,-,64,N/A,29.87,53.1,2:53 AM,,10.0,NW,4.6,310,Boise,Idaho,83701
3,Scattered Clouds,2016-05-25 09:53:00,41.0,,-,64,N/A,29.88,53.1,3:53 AM,,10.0,Calm,Calm,0,Boise,Idaho,83701
4,Partly Cloudy,2016-05-25 10:53:00,41.0,,-,64,N/A,29.89,53.1,4:53 AM,,10.0,WNW,5.8,300,Boise,Idaho,83701
5,Clear,2016-05-25 11:53:00,41.0,,-,68,N/A,29.92,51.1,5:53 AM,,10.0,West,5.8,280,Boise,Idaho,83701
6,Clear,2016-05-25 12:53:00,42.1,,-,74,N/A,29.93,50.0,6:53 AM,,10.0,Calm,Calm,0,Boise,Idaho,83701
7,Clear,2016-05-25 13:53:00,42.1,,-,69,N/A,29.96,52.0,7:53 AM,,10.0,WNW,6.9,300,Boise,Idaho,83701
8,Clear,2016-05-25 14:53:00,42.1,,-,62,N/A,29.96,55.0,8:53 AM,,10.0,NW,4.6,310,Boise,Idaho,83701
9,Scattered Clouds,2016-05-25 15:53:00,42.1,,-,53,N/A,29.97,59.0,9:53 AM,,10.0,NNW,6.9,330,Boise,Idaho,83701
10,Clear,2016-05-25 16:53:00,39.9,,-,44,N/A,29.98,62.1,10:53 AM,,10.0,WNW,12.7,300,Boise,Idaho,83701
11,Clear,2016-05-25 17:53:00,37.9,,-,37,N/A,29.97,64.9,11:53 AM,,10.0,WNW,8.1,290,Boise,Idaho,83701
12,Clear,2016-05-25 18:53:00,37.0,,-,33,N/A,29.96,66.9,12:53 PM,,10.0,WNW,16.1,300,Boise,Idaho,83701
13,Scattered Clouds,2016-05-25 19:53:00,37.9,,25.3,33,N/A,29.95,68.0,1:53 PM,,10.0,NNW,17.3,330,Boise,Idaho,83701
14,Mostly Cloudy,2016-05-25 20:53:00,37.0,,23.0,30,N/A,29.94,70.0,2:53 PM,,10.0,WNW,13.8,300,Boise,Idaho,83701
15,Mostly Cloudy,2016-05-25 21:53:00,39.9,,-,32,N/A,29.93,71.1,3:53 PM,,10.0,North,17.3,10,Boise,Idaho,83701
16,Mostly Cloudy,2016-05-25 22:53:00,36.0,,-,28,N/A,29.94,71.1,4:53 PM,,10.0,North,10.4,350,Boise,Idaho,83701
17,Overcast,2016-05-25 23:18:00,39.9,,23.0,40,N/A,29.99,64.9,5:18 PM,,10.0,ENE,18.4,60,Boise,Idaho,83701
18,Mostly Cloudy,2016-05-25 23:53:00,37.9,,-,37,N/A,29.95,64.9,5:53 PM,,10.0,North,5.8,10,Boise,Idaho,83701
19,Clear,2016-05-26 00:53:00,39.0,,20.7,32,N/A,29.92,70.0,6:53 PM,,10.0,NW,9.2,310,Boise,Idaho,83701
20,Clear,2016-05-26 01:53:00,37.0,,-,31,N/A,29.91,69.1,7:53 PM,,10.0,WNW,6.9,300,Boise,Idaho,83701
21,Clear,2016-05-26 02:53:00,37.0,,-,32,N/A,29.92,68.0,8:53 PM,,10.0,WSW,5.8,250,Boise,Idaho,83701
22,Clear,2016-05-26 03:53:00,39.9,,-,41,N/A,29.93,64.0,9:53 PM,,10.0,Calm,Calm,0,Boise,Idaho,83701
23,Clear,2016-05-26 04:53:00,39.0,,-,41,N/A,29.94,63.0,10:53 PM,,10.0,Calm,Calm,0,Boise,Idaho,83701
24,Clear,2016-05-26 05:53:00,43.0,,-,64,N/A,29.95,55.0,11:53 PM,,10.0,ESE,5.8,120,Boise,Idaho,83701
0,Clear,2016-05-26 06:53:00,44.1,,-,69,N/A,29.95,54.0,12:53 AM,,10.0,SE,6.9,130,Boise,Idaho,83701
1,Clear,2016-05-26 07:53:00,43.0,,-,69,N/A,29.96,53.1,1:53 AM,,10.0,SSE,9.2,160,Boise,Idaho,83701
2,Clear,2016-05-26 08:53:00,41.0,,-,66,N/A,29.97,52.0,2:53 AM,,10.0,South,4.6,170,Boise,Idaho,83701
3,Clear,2016-05-26 09:53:00,41.0,,-,68,N/A,29.97,51.1,3:53 AM,,10.0,South,5.8,190,Boise,Idaho,83701
4,Clear,2016-05-26 10:53:00,41.0,,-,74,N/A,29.97,48.9,4:53 AM,,10.0,South,4.6,190,Boise,Idaho,83701
5,Clear,2016-05-26 11:53:00,41.0,,-,80,N/A,29.99,46.9,5:53 AM,,10.0,Calm,Calm,0,Boise,Idaho,83701
6,Clear,2016-05-26 12:53:00,39.9,,-,77,N/A,29.98,46.9,6:53 AM,,10.0,South,6.9,170,Boise,Idaho,83701
7,Clear,2016-05-26 13:53:00,42.1,,-,71,N/A,29.99,51.1,7:53 AM,,10.0,West,4.6,260,Boise,Idaho,83701
8,Clear,2016-05-26 14:53:00,42.1,,-,62,N/A,29.99,55.0,8:53 AM,,10.0,Calm,Calm,0,Boise,Idaho,83701
9,Clear,2016-05-26 15:53:00,42.1,,-,51,N/A,29.98,60.1,9:53 AM,,10.0,Variable,6.9,0,Boise,Idaho,83701
10,Clear,2016-05-26 16:53:00,42.1,,-,46,N/A,29.98,63.0,10:53 AM,,10.0,NW,8.1,320,Boise,Idaho,83701
11,Clear,2016-05-26 17:53:00,43.0,,-,42,N/A,29.97,66.9,11:53 AM,,10.0,WNW,9.2,290,Boise,Idaho,83701
12,Clear,2016-05-26 18:53:00,41.0,,18.4,35,N/A,29.96,70.0,12:53 PM,,10.0,WNW,15.0,290,Boise,Idaho,83701
13,Clear,2016-05-26 19:53:00,39.0,,21.9,29,N/A,29.94,73.0,1:53 PM,,10.0,WNW,17.3,300,Boise,Idaho,83701
14,Partly Cloudy,2016-05-26 20:53:00,32.0,,-,21,N/A,29.92,73.9,2:53 PM,,10.0,WNW,17.3,290,Boise,Idaho,83701
15,Mostly Cloudy,2016-05-26 21:53:00,34.0,,-,24,N/A,29.91,73.0,3:53 PM,,10.0,Variable,5.8,0,Boise,Idaho,83701
16,Mostly Cloudy,2016-05-26 22:53:00,35.1,,-,25,N/A,29.90,73.0,4:53 PM,,10.0,NW,12.7,310,Boise,Idaho,83701
17,Partly Cloudy,2016-05-26 23:53:00,34.0,,-,23,N/A,29.88,73.9,5:53 PM,,10.0,West,8.1,270,Boise,Idaho,83701
18,Clear,2016-05-27 00:53:00,34.0,,-,24,N/A,29.86,73.0,6:53 PM,,10.0,NNW,9.2,340,Boise,Idaho,83701
19,Clear,2016-05-27 01:53:00,34.0,,-,24,N/A,29.85,73.0,7:53 PM,,10.0,North,4.6,350,Boise,Idaho,83701
20,Clear,2016-05-27 02:53:00,35.1,,-,28,N/A,29.84,70.0,8:53 PM,,10.0,North,5.8,10,Boise,Idaho,83701
21,Partly Cloudy,2016-05-27 03:53:00,35.1,,-,30,N/A,29.84,68.0,9:53 PM,,10.0,NW,4.6,320,Boise,Idaho,83701
22,Clear,2016-05-27 04:53:00,39.0,,-,39,N/A,29.85,64.9,10:53 PM,,10.0,ENE,3.5,70,Boise,Idaho,83701
23,Clear,2016-05-27 05:53:00,37.9,,-,44,N/A,29.85,60.1,11:53 PM,,10.0,SE,4.6,130,Boise,Idaho,83701
0,Clear,2016-05-27 06:53:00,39.0,,-,51,N/A,29.85,57.0,12:53 AM,,10.0,SSE,8.1,160,Boise,Idaho,83701
1,Scattered Clouds,2016-05-27 07:53:00,39.9,,-,61,N/A,29.86,53.1,1:53 AM,,10.0,Calm,Calm,0,Boise,Idaho,83701
2,Clear,2016-05-27 08:53:00,41.0,,-,62,N/A,29.86,54.0,2:53 AM,,10.0,NNW,4.6,330,Boise,Idaho,83701
3,Clear,2016-05-27 09:53:00,39.9,,-,61,N/A,29.88,53.1,3:53 AM,,10.0,NW,6.9,310,Boise,Idaho,83701
4,Clear,2016-05-27 10:53:00,39.0,,-,63,N/A,29.90,51.1,4:53 AM,,10.0,NW,12.7,310,Boise,Idaho,83701
5,Mostly Cloudy,2016-05-27 11:53:00,37.9,,-,63,N/A,29.92,50.0,5:53 AM,,10.0,NW,9.2,310,Boise,Idaho,83701
6,Mostly Cloudy,2016-05-27 12:53:00,37.0,,-,61,N/A,29.94,50.0,6:53 AM,,10.0,WNW,12.7,300,Boise,Idaho,83701
7,Overcast,2016-05-27 13:53:00,36.0,,-,59,N/A,29.96,50.0,7:53 AM,,10.0,NW,13.8,320,Boise,Idaho,83701
8,Partly Cloudy,2016-05-27 14:53:00,36.0,,-,54,N/A,29.98,52.0,8:53 AM,,10.0,NW,13.8,320,Boise,Idaho,83701
9,Clear,2016-05-27 15:53:00,36.0,,-,49,N/A,29.97,55.0,9:53 AM,,10.0,NNW,10.4,330,Boise,Idaho,83701
10,Clear,2016-05-27 16:53:00,35.1,,-,44,N/A,29.97,57.0,10:53 AM,,10.0,NW,18.4,320,Boise,Idaho,83701
11,Clear,2016-05-27 17:53:00,34.0,,-,39,N/A,29.97,59.0,11:53 AM,,10.0,NNW,13.8,330,Boise,Idaho,83701
12,Clear,2016-05-27 18:53:00,34.0,,18.4,38,N/A,29.96,60.1,12:53 PM,,10.0,NNW,10.4,330,Boise,Idaho,83701
13,Clear,2016-05-27 19:53:00,32.0,,25.3,30,N/A,29.94,64.0,1:53 PM,,10.0,NW,16.1,320,Boise,Idaho,83701
14,Clear,2016-05-27 20:53:00,30.0,,-,27,N/A,29.92,64.9,2:53 PM,,10.0,NW,12.7,310,Boise,Idaho,83701
15,Clear,2016-05-27 21:53:00,28.9,,25.3,24,N/A,29.91,66.9,3:53 PM,,10.0,North,16.1,360,Boise,Idaho,83701
16,Clear,2016-05-27 22:53:00,30.0,,24.2,24,N/A,29.89,68.0,4:53 PM,,10.0,North,15.0,350,Boise,Idaho,83701
17,Clear,2016-05-27 23:53:00,30.0,,18.4,24,N/A,29.88,68.0,5:53 PM,,10.0,NNW,12.7,340,Boise,Idaho,83701
18,Clear,2016-05-28 00:53:00,23.0,,21.9,18,N/A,29.88,68.0,6:53 PM,,10.0,NNW,17.3,340,Boise,Idaho,83701
19,Clear,2016-05-28 01:53:00,23.0,,-,20,N/A,29.89,66.0,7:53 PM,,10.0,North,13.8,360,Boise,Idaho,83701
20,Clear,2016-05-28 02:53:00,26.1,,-,24,N/A,29.89,64.0,8:53 PM,,10.0,NNW,10.4,340,Boise,Idaho,83701
21,Clear,2016-05-28 03:53:00,27.0,,-,28,N/A,29.92,60.1,9:53 PM,,10.0,NNW,9.2,330,Boise,Idaho,83701
22,Clear,2016-05-28 04:53:00,28.0,,-,33,N/A,29.94,57.0,10:53 PM,,10.0,NW,8.1,310,Boise,Idaho,83701
23,Clear,2016-05-28 05:53:00,28.0,,-,37,N/A,29.95,54.0,11:53 PM,,10.0,NW,6.9,320,Boise,Idaho,83701
0,Clear,2016-05-28 06:53:00,30.0,,-,41,N/A,29.96,53.1,12:53 AM,,10.0,WNW,8.1,290,Boise,Idaho,83701
1,Clear,2016-05-28 07:53:00,30.9,,-,46,N/A,29.98,51.1,1:53 AM,,10.0,West,6.9,270,Boise,Idaho,83701
2,Clear,2016-05-28 08:53:00,32.0,,-,54,N/A,29.99,48.0,2:53 AM,,10.0,WNW,5.8,290,Boise,Idaho,83701
3,Clear,2016-05-28 09:53:00,30.9,,-,54,N/A,30.00,46.9,3:53 AM,,10.0,WNW,5.8,300,Boise,Idaho,83701
4,Clear,2016-05-28 10:53:00,32.0,,-,60,N/A,30.01,45.0,4:53 AM,,10.0,NNW,3.5,340,Boise,Idaho,83701
5,Clear,2016-05-28 11:53:00,30.9,,-,60,N/A,30.03,44.1,5:53 AM,,10.0,Calm,Calm,0,Boise,Idaho,83701
6,Clear,2016-05-28 12:53:00,30.9,,-,60,N/A,30.04,44.1,6:53 AM,,10.0,Calm,Calm,0,Boise,Idaho,83701
7,Clear,2016-05-28 13:53:00,30.9,,-,54,N/A,30.05,46.9,7:53 AM,,10.0,WNW,5.8,290,Boise,Idaho,83701
8,Clear,2016-05-28 14:53:00,32.0,,-,50,N/A,30.06,50.0,8:53 AM,,10.0,West,5.8,260,Boise,Idaho,83701
9,Clear,2016-05-28 15:53:00,32.0,,-,45,N/A,30.08,53.1,9:53 AM,,10.0,WNW,5.8,290,Boise,Idaho,83701
10,Clear,2016-05-28 16:53:00,33.1,,-,40,N/A,30.07,57.0,10:53 AM,,10.0,Variable,5.8,0,Boise,Idaho,83701
11,Clear,2016-05-28 17:53:00,28.9,,-,31,N/A,30.06,60.1,11:53 AM,,10.0,NNW,9.2,330,Boise,Idaho,83701
12,Clear,2016-05-28 18:53:00,28.9,,19.6,28,N/A,30.05,63.0,12:53 PM,,10.0,North,10.4,360,Boise,Idaho,83701
13,Clear,2016-05-28 19:53:00,28.0,,17.3,25,N/A,30.04,64.9,1:53 PM,,10.0,West,11.5,270,Boise,Idaho,83701
14,Clear,2016-05-28 20:53:00,25.0,,-,21,N/A,30.03,66.0,2:53 PM,,10.0,NW,9.2,320,Boise,Idaho,83701
15,Clear,2016-05-28 21:53:00,28.9,,-,24,N/A,30.01,66.9,3:53 PM,,10.0,WNW,8.1,300,Boise,Idaho,83701
16,Clear,2016-05-28 22:53:00,26.1,,-,20,N/A,29.99,69.1,4:53 PM,,10.0,North,8.1,350,Boise,Idaho,83701
17,Clear,2016-05-28 23:53:00,25.0,,-,19,N/A,29.98,69.1,5:53 PM,,10.0,NW,9.2,310,Boise,Idaho,83701
18,Clear,2016-05-29 00:53:00,24.1,,-,18,N/A,29.97,70.0,6:53 PM,,10.0,NNW,9.2,340,Boise,Idaho,83701
19,Clear,2016-05-29 01:53:00,28.0,,-,22,N/A,29.96,69.1,7:53 PM,,10.0,NNW,8.1,340,Boise,Idaho,83701
20,Clear,2016-05-29 02:53:00,28.9,,-,24,N/A,29.96,66.9,8:53 PM,,10.0,NW,6.9,320,Boise,Idaho,83701
21,Clear,2016-05-29 03:53:00,30.9,,-,30,N/A,29.97,63.0,9:53 PM,,10.0,WNW,5.8,300,Boise,Idaho,83701
22,Clear,2016-05-29 04:53:00,30.9,,-,36,N/A,29.99,57.9,10:53 PM,,10.0,SW,3.5,220,Boise,Idaho,83701
23,Clear,2016-05-29 05:53:00,33.1,,-,45,N/A,29.99,54.0,11:53 PM,,10.0,SE,8.1,140,Boise,Idaho,83701
0,Clear,2016-05-29 06:53:00,33.1,,-,42,N/A,29.99,55.9,12:53 AM,,10.0,SE,10.4,130,Boise,Idaho,83701
1,Clear,2016-05-29 07:53:00,36.0,,-,52,N/A,29.98,53.1,1:53 AM,,10.0,SE,6.9,130,Boise,Idaho,83701
2,Clear,2016-05-29 08:53:00,35.1,,-,49,N/A,29.98,54.0,2:53 AM,,10.0,ESE,5.8,120,Boise,Idaho,83701
3,Clear,2016-05-29 09:53:00,34.0,,-,50,N/A,29.98,52.0,3:53 AM,,10.0,ESE,4.6,120,Boise,Idaho,83701
4,Clear,2016-05-29 10:53:00,35.1,,-,54,N/A,29.99,51.1,4:53 AM,,10.0,SE,9.2,130,Boise,Idaho,83701
5,Clear,2016-05-29 11:53:00,34.0,,-,54,N/A,29.99,50.0,5:53 AM,,10.0,ESE,9.2,120,Boise,Idaho,83701
6,Haze,2016-05-29 12:03:00,34.0,,-,54,N/A,30.02,50.0,6:03 AM,,4.0,SE,8.1,130,Boise,Idaho,83701
7,Partly Cloudy,2016-05-29 12:25:00,34.0,,-,52,N/A,30.02,51.1,6:25 AM,,10.0,SE,9.2,130,Boise,Idaho,83701
8,Clear,2016-05-29 12:53:00,34.0,,-,50,N/A,29.99,52.0,6:53 AM,,10.0,SE,11.5,130,Boise,Idaho,83701
9,Clear,2016-05-29 13:53:00,34.0,,-,44,N/A,29.99,55.9,7:53 AM,,10.0,SE,9.2,130,Boise,Idaho,83701
10,Clear,2016-05-29 14:53:00,33.1,,-,34,N/A,29.99,62.1,8:53 AM,,10.0,ESE,12.7,120,Boise,Idaho,83701
11,Clear,2016-05-29 15:53:00,32.0,,-,27,N/A,29.99,66.9,9:53 AM,,10.0,ESE,11.5,120,Boise,Idaho,83701
12,Clear,2016-05-29 16:53:00,32.0,,-,23,N/A,29.97,72.0,10:53 AM,,10.0,ESE,10.4,110,Boise,Idaho,83701
13,Clear,2016-05-29 17:53:00,27.0,,19.6,16,N/A,29.95,75.9,11:53 AM,,10.0,SSE,9.2,160,Boise,Idaho,83701
14,Clear,2016-05-29 18:53:00,28.0,,-,17,N/A,29.93,77.0,12:53 PM,,10.0,SSE,10.4,160,Boise,Idaho,83701
15,Clear,2016-05-29 19:53:00,28.0,,-,16,N/A,29.91,78.1,1:53 PM,,10.0,West,5.8,260,Boise,Idaho,83701
16,Clear,2016-05-29 20:53:00,28.9,,-,16,N/A,29.90,79.0,2:53 PM,,10.0,NW,9.2,320,Boise,Idaho,83701
17,Clear,2016-05-29 21:53:00,30.9,,-,16,N/A,29.89,82.0,3:53 PM,,10.0,NW,11.5,310,Boise,Idaho,83701
18,Clear,2016-05-29 22:53:00,30.0,,-,17,N/A,29.88,78.1,4:53 PM,,10.0,NNW,11.5,340,Boise,Idaho,83701
19,Clear,2016-05-29 23:53:00,30.9,,-,17,N/A,29.88,79.0,5:53 PM,,10.0,North,6.9,10,Boise,Idaho,83701
20,Clear,2016-05-30 00:53:00,30.0,,17.3,17,N/A,29.86,79.0,6:53 PM,,10.0,WNW,11.5,300,Boise,Idaho,83701
21,Clear,2016-05-30 01:53:00,30.9,,-,18,N/A,29.86,78.1,7:53 PM,,10.0,NNW,8.1,340,Boise,Idaho,83701
22,Clear,2016-05-30 02:53:00,30.0,,-,19,N/A,29.86,75.0,8:53 PM,,10.0,North,4.6,360,Boise,Idaho,83701
23,Clear,2016-05-30 03:53:00,32.0,,-,22,N/A,29.87,73.0,9:53 PM,,10.0,NNW,3.5,340,Boise,Idaho,83701
24,Scattered Clouds,2016-05-30 04:53:00,35.1,,-,33,N/A,29.91,64.9,10:53 PM,,10.0,NNW,8.1,330,Boise,Idaho,83701
25,Scattered Clouds,2016-05-30 05:53:00,36.0,,-,34,N/A,29.92,64.9,11:53 PM,,10.0,NW,8.1,320,Boise,Idaho,83701
0,Clear,2016-05-30 06:53:00,37.9,,-,38,N/A,29.94,64.0,12:53 AM,,10.0,WNW,9.2,290,Boise,Idaho,83701
1,Clear,2016-05-30 07:53:00,41.0,,-,51,N/A,29.97,59.0,1:53 AM,,10.0,West,10.4,280,Boise,Idaho,83701
2,Clear,2016-05-30 08:53:00,39.9,,-,51,N/A,29.99,57.9,2:53 AM,,10.0,West,9.2,270,Boise,Idaho,83701
3,Clear,2016-05-30 09:53:00,37.0,,-,49,N/A,30.01,55.9,3:53 AM,,10.0,WNW,9.2,300,Boise,Idaho,83701
4,Clear,2016-05-30 10:53:00,36.0,,-,51,N/A,30.04,54.0,4:53 AM,,10.0,West,9.2,280,Boise,Idaho,83701
5,Clear,2016-05-30 11:53:00,36.0,,-,52,N/A,30.05,53.1,5:53 AM,,10.0,West,8.1,280,Boise,Idaho,83701
6,Clear,2016-05-30 12:53:00,37.9,,-,59,N/A,30.07,52.0,6:53 AM,,10.0,WNW,8.1,300,Boise,Idaho,83701
7,Clear,2016-05-30 13:53:00,39.0,,-,59,N/A,30.10,53.1,7:53 AM,,10.0,WNW,9.2,300,Boise,Idaho,83701
